,thscode,ths_fund_scale_fund,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Mean
1070,005233.OF,166684859.35,116219767.97,166180417.08,155301670.04,190906795.92,177150517.24,160279149.09,174885010.85,211567085.07,252240379.98,247201235.93,736880802.82,1345985764.95,2603467753.74,1805921669.24,1993951587.91,3044696903.96,3843381491.69,4235687342.49,5055232852.69,4998473441.88,4059557405.49,3801922888.02,1719294643.191304
1071,005241.OF,2092369208.15,2375403762.61,2368671603.35,2168079997.18,1783092572.42,1078349010.56,780007151.0,771114094.71,634599598.38,898067669.28,905725588.51,1365422958.74,1561134754.88,1689193832.59,876460875.18,1009736738.5,690067504.35,784914740.26,695063009.23,685420866.34,730240116.25,597981619.34,589175741.09,1179577957.0826087
1072,005244.OF,2654392610.12,2278209957.71,2164174000.36,1781564752.17,2070761129.12,1869258617.55,1542907035.23,1108009309.44,734297554.93,784138808.38,799941317.83,737937083.45,565355041.06,550777380.28,611223442.95,630818988.2,541990089.75,533413029.6,461297880.99,438632118.73,454116055.4,431693581.31,382327412.1,1049010312.8982608
1073,005250.OF,2303190431.41,2104269327.31,1785536229.46,1488471659.55,1930719123.18,1795428181.32,1338653588.18,955081360.75,474936430.49,419156721.91,352410957.74,358064036.83,292478360.44,341151557.37,294720157.6,285437012.51,235874049.41,231327987.67,191572342.9,179049101.17,171346210.21,158230896.06,143759590.98,775255013.671739
1074,005251.OF,224443764.69,196422276.95,174586257.78,151675189.45,165403189.21,121581977.76,175090852.59,215156047.65,257459035.62,380856405.57,610608301.82,558318310.83,480391202.9,635054704.55,304576793.43,258104577.95,174217604.52,156593483.48,68952385.5,43164225.49,49661641.78,45555025.55,37045344.8,238474721.73347825
1075,005258.OF,1174898943.44,1049024231.33,975414620.56,862854103.95,905428015.76,776690939.0,693162510.65,600887231.58,312734384.58,250723002.9,239306758.34,233367296.66,120463028.4,123183725.43,261601953.17,238847538.56,164643787.19,170104147.63,116895109.96,114732538.99,115576131.02,78187975.15,68419465.34,419441193.02565217
1076,005260.OF,11088794.67,10234756.37,9890523.65,8603137.48,9661377.43,9332413.8,427356095.37,460608683.17,458105440.8,551955155.1,618553265.62,668556155.83,646995549.45,19948185.65,22098507.05,33157662.37,30352508.68,31593852.81,28110628.85,33163322.43,30208617.23,29867086.1,26998729.15,181584367.35043475
1077,005269.OF,185831026.49,142799021.11,130240390.8,112900276.07,113045279.53,98681730.37,81100877.2,76115695.96,58929783.4,65524654.95,74220439.68,71565367.37,43050617.57,44344872.56,38183235.23,35780904.87,33219385.8,54518760.15,47323734.06,54382250.19,34090168.99,37275674.53,36390751.56,72587604.28
1078,005274.OF,,881802949.88,761003795.51,526295925.89,329762591.57,233834736.3,418765189.49,353724294.65,173744427.67,98644128.25,1121939908.45,1115746171.36,808803818.37,659158928.98,903151258.24,1225814501.84,1218246762.74,1156079010.35,1039244314.85,879695122.9,763372626.56,745707117.75,715153501.62,733167776.5100001
1079,005275.OF,2310410156.35,2135889161.21,1886075303.91,1582443235.44,1845214931.69,1510301314.04,1069706715.77,1479304981.29,2533986470.81,4077642838.74,6667857583.58,7050821547.99,6742583696.23,7646548610.46,5301785247.28,4053048713.85,2377243722.44,2451894494.17,2083568601.78,1892922287.14,1966301700.22,1815840368.14,1337928557.35,3122579140.864348
1080,005281.OF,133722263.55,110071711.93,85055171.47,72976546.81,76055065.88,64478858.76,58623195.08,56519566.98,25996586.04,24914267.46,17651116.65,15031378.62,8722986.44,13333008.98,13276111.09,15537398.73,10284279.5,9006972.73,10159171.76,10077668.05,9912452.55,8191692.52,7146618.15,37249743.03173912
1081,005294.OF,2328987.98,2405984.86,2102549.58,1843221.61,2886547.06,159557764.82,162876367.61,68093055.99,5313079.48,2905318.06,692239832.85,649376933.63,515615007.39,589347577.92,608208133.16,448686607.69,171401534.0,91412271.25,61935741.13,37995300.92,138161832.46,129556598.4,113547356.67,202512939.32695654
1082,005295.OF,266057660.0,45491231.96,43140652.62,37622596.41,36844136.52,136366890.13,168242181.37,101066509.64,142269923.08,234750800.17,262705668.1,218789127.84,221669541.38,241034805.96,257159257.11,224786372.08,120958893.03,40030047.87,104239243.13,82324179.5,32737453.97,126040977.54,114065460.86,141669287.40304348
1083,005299.OF,188549637.16,138367659.67,125652934.54,108871544.91,129986729.98,106138640.28,138474966.67,133189065.94,101183296.45,113920512.16,179040292.05,173467889.79,168583782.64,317055682.49,1100453135.63,1423264652.27,1349337660.97,1343432028.56,1452031491.34,1212622803.3,1462524926.08,1453958645.9,1186896570.48,613348023.8808695
1084,005311.OF,2999082.91,1821714.7,651955.65,372525.44,1606090.63,1188450.69,1424893.7,40750844.68,1386759312.19,1894176233.0,1378244017.02,1231802151.97,695934476.93,754618823.12,731498154.47,1292181344.33,1269500644.94,1185494890.03,1058954632.3,1236816670.51,1444029171.29,1076625947.2,833376513.53,761775153.9665217
1085,005329.OF,366996469.82,371479284.09,369428854.2,375270681.18,425476450.43,429572435.51,434454399.63,447796569.35,309921127.73,332476156.67,350295177.15,362068619.4,167921679.42,198385643.39,193503381.63,196486161.31,190065649.98,137280649.88,138442748.05,137124611.0,140123952.46,96745795.67,96410968.04,272509889.8256522
1086,005335.OF,260215789.03,227344117.77,304704306.32,291404084.64,341283473.39,357098246.22,378404438.11,455403213.86,388306510.91,436270990.13,395651638.2,412728911.96,365932687.16,418201670.98,307349991.39,326261054.86,228888593.91,205181926.75,160925500.21,211789791.03,194057497.17,183609655.28,172459469.02,305368415.5782609
1087,005341.OF,95619995.53,81714037.05,77460123.23,62620256.19,54109071.84,34635071.14,29741078.48,36019728.78,25609535.17,30937421.85,31397386.16,37480218.69,59498838.11,72716132.73,67855216.39,69983364.97,51057169.93,54713560.5,68686033.21,62597650.58,63885674.93,56596234.15,42300075.07,55097124.98608696
1088,005351.OF,715153913.98,650694711.65,563771510.47,486820070.4,549518124.39,476556404.15,337954827.93,198264492.26,96092868.97,103991389.78,139113149.44,158687840.29,123588078.69,138011326.04,111192835.77,107015170.82,81948863.3,86610919.96,66476633.01,54807427.43,54331334.88,48537464.98,44834114.46,234520585.78478262
1089,005354.OF,896878403.16,1116280738.46,992860985.21,874322052.45,662013881.27,657971355.31,906149212.42,1799316204.27,2543330485.68,2488891335.1,2909105772.66,4734020852.59,9163354017.42,8947663511.67,6729241878.56,5432940791.35,3531660093.26,3873654116.79,2755207403.51,3067875263.44,2599965731.57,2187148744.79,1862115339.19,3075302963.918696
1090,005358.OF,656781617.96,586676106.9,539065627.95,607677619.99,940955231.02,992593182.93,881370169.46,803332751.07,588420986.93,720565568.43,1465525442.93,1143507599.53,742167084.06,608764109.2,523810569.7,526954024.29,376765120.84,407087718.98,346982042.45,345236937.46,342277374.46,325323660.18,283136100.98,641520723.8130435
1091,005379.OF,2362150595.4,2415988680.72,2315256563.75,2086355319.1,2256743225.19,2496278980.0,2679146855.44,2803310107.85,5560753344.12,7283690200.09,8405453634.1,9571238901.6,11636936084.28,13249777135.53,11289942916.25,11084750576.39,7414687518.07,8358397183.81,7319339053.39,7306317897.37,6363959442.44,5387746747.08,5239993797.91,6299487598.255652
1092,005381.OF,599060161.91,266953106.94,230682760.67,195474961.33,203049527.04,175206578.64,181888851.12,167150968.54,60808716.56,46234054.56,262784086.05,181130920.07,71811888.43,51858730.22,98968208.99,69992569.64,49688970.54,58307317.52,47638616.52,41392245.39,40802617.5,39257285.17,33103645.66,137967251.69608694
1093,005400.OF,699256628.54,329945047.65,308077668.92,325885298.14,331297584.89,214922813.65,176822982.43,192637657.79,269420186.13,350673378.18,489141508.79,760764662.74,613625969.97,479358830.19,387093801.77,247365469.28,205174271.26,211862779.69,189335724.18,189356351.89,182890587.81,169270107.25,151436113.05,325026757.57347834
1094,005416.OF,183070680.15,180688893.09,179216442.8,175907599.95,193104831.89,194600930.11,138616323.01,246224893.95,260167782.79,279898734.59,304072424.06,315350268.84,325056325.13,734880707.28,762640972.93,805476963.78,738181130.24,754549703.26,753105074.57,283159137.49,300621114.46,298261928.99,288594402.5,378062924.60260874
1095,005421.OF,589349108.98,529632121.22,507427600.78,469527051.92,341857488.82,258565326.23,184644488.16,189168899.15,146515532.98,227566032.93,1232576204.75,1421872071.37,1175938342.36,1048571540.68,954861131.01,777697233.96,887000783.74,752855589.71,698652072.61,680152769.54,1046114379.18,1067909665.93,1041023811.42,705629532.4969566
1096,005434.OF,,194276285.35,180899244.11,156280249.31,173250144.42,137678078.37,119928691.71,129451586.88,211851897.41,444155422.38,419471230.8,322893547.6,225549543.69,243745224.69,404622565.62,406851800.8,340839879.48,336578023.24,412195914.74,602728433.41,609291702.34,471962757.57,377676954.11,314644508.0922727
1097,005444.OF,599146963.64,573384875.83,550741365.25,535134959.99,596602910.36,566299846.76,579106441.28,135966508.03,140819141.66,143706321.44,157860190.8,168224300.0,163432261.46,88611207.92,88924920.44,100303629.67,86707012.63,92279561.64,84297999.13,53922027.63,59385987.51,60366596.97,57740713.57,247085467.11347827
1098,005445.OF,1110818398.58,954811071.38,903215371.38,795515159.23,909608117.36,699025350.44,500304005.45,322881117.74,154205753.18,103235957.59,134136089.21,139554782.87,171287695.29,131535070.34,162438081.29,196385405.73,286409594.14,276184250.94,241347268.42,209087337.75,227854350.5,143715045.02,116925320.14,386542634.52043486
1099,005453.OF,338457566.65,131047312.15,99301355.72,86428414.76,91630149.21,74541501.63,56497704.41,50939040.83,42306342.47,229885798.94,205790709.05,435603574.15,1284284504.76,1449854627.4,1391722327.86,1456458777.96,1168399292.12,1103680858.0,910794673.78,908445854.24,872160663.86,810182469.09,689750222.1,603833206.1365218
1100,005459.OF,103372660.13,92980431.02,87460841.75,79769453.89,97891851.47,90167126.9,95435506.39,100943925.75,96657376.32,109400537.12,148491780.31,333853457.22,279277716.85,380412242.55,475818422.99,429898964.09,217194639.59,94665041.41,1022842.72,941024.33,960589.83,993062.38,1723024.84,144318805.21086955
1101,005472.OF,262891162.1,227252269.97,211701294.48,168681981.4,209203678.61,205474655.27,130700507.04,111223702.47,73803985.07,101838087.19,171772590.34,179173948.37,128836656.53,103790442.47,109553471.2,123831329.02,83187697.16,89848531.24,85907548.9,72934971.68,57093150.36,56361004.82,55660259.72,131335779.36565214
1102,005481.OF,4879760216.08,2800889616.72,2601114751.26,2089371197.95,2356039267.94,1500415859.53,1246745544.6,964866089.72,733826882.29,846407684.72,859550717.34,1004336707.36,712254005.81,787593341.52,657795013.78,635028658.39,479551148.46,500864387.58,412310504.79,426985430.27,423970047.47,361730053.87,300248172.18,1199202404.3317394
1103,005492.OF,1278518206.1,920321675.96,803142938.04,700734185.93,713010525.81,466916561.03,297820585.26,232843575.56,122414155.69,147884732.35,126511932.19,130776599.8,111611366.37,112802278.86,102236803.25,97392263.46,76707128.15,77685868.29,68944436.01,67288918.22,68527188.03,63653847.87,62069017.4,297818034.33173907
1104,005498.OF,488881150.76,462076831.01,483657180.19,512964693.53,618950786.59,524315348.87,347936333.65,333143140.95,318246423.01,377553022.79,529730708.62,611417516.81,425684759.52,466252236.05,415793602.61,463476672.72,417598482.31,460208931.69,369407014.05,301734593.89,335893129.59,306769569.03,281578556.36,428403073.2434783
1105,005504.OF,4075374277.11,3436055529.46,3231159448.16,2721003191.66,2728481321.52,2488136304.3,2273202585.14,2564337258.74,1883029975.73,1390649321.25,1067069831.41,1134156189.73,1401352647.32,1200631007.51,816682360.33,374259783.79,349150214.77,405846788.51,313916772.73,431919220.41,458516114.64,300891717.46,285654612.5,1536151151.0513043
1106,005519.OF,,216674559.28,177544774.19,155232472.88,160030607.43,113547864.67,89535219.73,73132691.83,55562342.56,59809267.18,319413038.07,375189492.03,268176656.18,180156109.35,116422893.12,100762558.28,62180632.85,65689186.51,54367657.11,53836256.1,52303627.75,46236876.67,52460193.78,129466589.8886364
1107,005522.OF,228267620.06,227142647.38,225836925.17,225787834.07,242756719.97,243758889.89,252677220.14,264921290.3,256930590.68,275237714.46,308382482.93,277309045.02,330737863.12,507342731.19,354106194.61,234254846.41,225917229.51,225343710.68,329658394.3,230867437.76,230019635.71,173966518.65,169946818.25,262659580.88086957
1108,005523.OF,,174697999.22,169503698.54,160538696.15,176316696.88,155728023.02,500215260.56,579406747.6,831679548.17,754065218.95,601965721.9,835556116.37,1324418394.68,1308784007.99,1204484079.15,1070875162.37,852107163.12,749187893.41,597491728.78,530774851.83,464187094.25,392495231.37,361805341.3,627103848.8913636
1109,005526.OF,1776776298.74,1192730101.44,1113732809.12,1000650156.01,672630607.28,560122153.13,677142984.84,763328070.75,819708165.04,956927445.2,775624038.42,654237290.76,253567124.34,262030345.53,209472560.09,250734496.83,222775455.64,239098343.46,195370877.93,196168528.91,222893103.58,184104246.32,182854215.18,581855626.8930434
1110,005534.OF,,468308801.85,404591743.97,342758449.32,314988894.91,226182465.55,190172685.27,112198561.79,67086207.04,65880166.96,89106424.07,137268463.4,462469742.7,494080864.27,365606870.55,336367815.81,255942743.8,257124761.97,210856022.23,209368389.61,189191200.68,169484080.74,144437630.23,250612408.4872727
1111,005535.OF,,260441925.16,62270078.68,60197185.92,70444601.63,89769843.63,72422089.69,79223675.68,79624114.98,105863005.69,134130110.6,151810424.58,138908956.23,320700619.4,493955030.6,939165372.57,1006620459.42,1429619931.25,1099555665.56,1130471531.72,1259806340.22,579082540.12,595116972.23,461781839.7981819
1112,005537.OF,,13977627.77,8322950.35,7441376.29,2628842.3,1918735.01,1359868.29,1267764.84,777287.26,2490269.55,3012666.38,1693232.93,817897.87,881693.7,936722.57,1358426.39,1445156.02,1448424.33,1245886.54,2140619.61,3530028.64,16580631.42,13659469.51,4042526.2531818184
1113,005543.OF,2543640774.01,2276896475.73,2097496446.53,1720362084.53,2045959276.36,1814036210.86,1195590104.33,1112999948.18,843813107.53,787149390.2,841808386.27,1407310297.92,851744310.26,2522719833.96,2851916151.86,2852632417.6,2736631707.62,3266369097.38,2927818440.81,1870544078.0,1611685038.78,1300921163.62,1216887052.58,1856388338.9095654
1114,005544.OF,,419379899.36,382470075.74,327891985.7,197704517.92,131619399.63,109761825.16,108230448.95,88266596.95,99689056.76,109283231.42,140183846.28,124561750.33,144085435.85,100048158.3,96158821.13,74525987.15,73420712.4,63400591.87,53326508.89,54801676.22,48467264.84,50753901.57,136274167.83727273
1115,005545.OF,534748648.39,466442163.28,415143895.57,378419091.13,164621856.4,112273220.75,87503880.26,78585253.47,55146398.5,58614253.78,48877579.32,58465359.3,53453722.25,53776626.07,52842888.26,50417067.72,51198939.97,52188008.79,45805729.19,45798610.67,45778873.5,46875288.62,42002286.05,130390419.18434782
1116,005549.OF,2556377903.95,2306763672.09,2077013951.78,2010773236.26,2160515555.06,2183930815.95,2217177038.84,2294807434.1,2189422653.31,2689482469.91,3052631374.99,3204728453.43,501860368.26,546442616.92,481452556.1,509596490.12,413311351.8,459256389.43,397085440.29,403387339.54,433884572.01,391839279.13,371741258.34,1471890531.374348
1117,005552.OF,47983160.9,32139392.63,21953898.85,21663420.16,697450.15,693476.05,688358.39,655487.52,1053060.97,592194.0,457893990.01,577027761.41,328955908.06,482682296.8,951991593.41,995238060.46,672396430.02,553045754.43,410948525.44,238788459.95,14680718.97,4248182.62,3536911.74,253024108.38869563
1118,005576.OF,466982724.87,503697708.48,498917108.42,322829235.34,225575423.4,120697455.68,107047311.71,80534923.76,52212256.39,49788804.65,62646630.62,56348148.41,59442836.44,45389042.73,37387621.22,37570686.99,79339263.79,99607792.97,83366671.88,76753238.54,76877186.61,107893178.05,163299174.39,148443670.6669565
1119,005585.OF,,96803336.5,78261542.49,69965021.93,42928807.74,45656037.93,47711992.8,21090701.14,17232334.33,34486933.71,35034165.98,36043706.32,39494268.28,34336965.81,28510932.55,325881430.68,554116143.78,401717011.48,301291107.18,315276938.0,328282933.73,321944498.07,229194326.84,154784597.14863637
1120,005587.OF,2918020632.6,1946263778.33,1875662498.17,1595283128.22,1767067126.48,1143833863.23,962897294.54,961724840.0,514386896.04,221077084.0,220014385.44,242663193.15,193219876.33,363192012.77,625020119.24,507475439.49,728445920.78,682810075.61,731071699.51,416110132.72,429286313.75,385274302.37,301004424.65,857904566.844348
1121,005589.OF,,,199637449.35,193625463.03,214668822.26,193382108.89,202847624.81,223360766.15,213243201.48,224099499.67,673860731.39,718862470.26,696046568.05,715801240.56,694166842.99,695255227.91,584419930.62,632941318.4,205805047.36,210696876.67,216892434.55,211307540.44,197030184.77,386569111.8861904
1122,005593.OF,,1417897284.59,1208264882.73,1024221000.94,1237475469.34,959870005.14,589437438.75,325462846.63,190861171.32,199740765.99,251114236.44,300814794.44,311433943.32,356133147.33,312839350.38,255520358.0,195024150.81,205818861.63,172156423.1,94299556.33,95262368.58,92779935.35,74828169.74,448693461.8581818
1123,005596.OF,,234612836.03,207908393.22,174686935.3,204074083.91,142827168.44,120300649.15,105588776.35,110096986.75,213739411.54,222527770.42,320347587.4,328167452.74,313437457.6,277372949.94,244472886.52,227879471.08,238436938.43,328143245.59,328461636.07,247547130.22,217736874.81,235166967.56,229251527.68500003
1124,005609.OF,254049179.69,178237705.42,180144833.77,185453150.79,256683082.15,226567201.5,312597045.78,536188920.27,356092938.4,977028700.46,4626150235.55,6485860867.26,10704950081.87,11968558582.16,9190470855.02,8469201484.59,6791844581.5,7068295647.47,6439713955.25,6079174758.94,5533175455.13,5041157877.19,4347904143.2,4183021794.928696
1125,005616.OF,694658344.06,579212887.55,517445948.88,446173758.12,425113613.94,153210495.21,126273245.06,98975307.72,68097097.4,58673541.16,30571089.67,28488559.78,23604053.61,24099586.48,22712959.78,22628728.68,20023551.83,20457017.3,16342998.76,16213385.02,15652903.61,15551402.26,57546838.76,151379448.46260872
1126,005618.OF,611141280.79,150448886.17,130025211.44,117447972.18,95586698.27,65295198.73,244971497.48,269551295.12,261058174.55,330823249.65,403254330.5,236711879.69,257532598.2,261051654.84,191110341.18,139889765.25,83709790.12,15694929.27,13671908.03,12479872.11,14449337.06,20602141.93,16464144.33,171433572.03869563
1127,005630.OF,456379667.9,369810155.31,332801510.32,276741742.84,293683635.9,170669194.62,117632566.8,152449928.33,165164663.9,462008935.54,659813482.73,579102565.24,558502865.49,779241737.09,1174670229.03,1184563098.67,883517083.32,1116264711.27,1253735341.79,831400864.68,653452827.72,628659316.3,420639776.28,587865473.9595652
1128,005634.OF,,,,,,,272548594.26,247901624.54,120174307.35,115536613.69,112464484.32,112081900.48,143834237.98,124664615.97,177969996.72,252058520.86,210229554.39,237309366.69,306375763.87,333531145.2,335699799.13,290330243.83,249446378.3,214244538.09294116
1129,005638.OF,745733784.91,481163414.45,440308526.12,365100677.89,410806251.62,316839590.68,220876940.54,159214578.44,73761765.2,75032480.19,83954705.36,80216095.22,62095768.94,73529290.12,77498029.75,79141514.28,65802324.52,70613874.29,60346513.61,46380870.6,186137190.37,97719817.67,93932058.81,189835046.2426087
1130,005642.OF,,496423155.11,459006082.52,406273795.92,394338541.46,290951638.77,258143505.88,242095339.01,179790180.65,285367036.8,378997184.47,640200637.19,513307655.77,622385422.71,704197856.59,582960052.55,399701219.6,398373812.02,335293520.33,311384357.82,248842468.57,232798115.65,199148567.57,389999097.5890909
1131,005646.OF,356404316.35,236867975.72,156614069.46,132264948.0,122053500.19,106775058.69,87287461.88,86327152.98,57308024.57,48173916.26,30626735.61,28991256.22,329805325.99,342427962.73,193116059.97,177605303.6,138040709.19,152687350.44,120273475.04,78511664.44,61339981.31,55601057.71,49539881.22,136897529.89434785
1132,005652.OF,37958875.28,28663950.1,21525840.05,15567203.63,9771536.79,6527461.12,346091898.1,357807365.43,362352407.49,369364083.61,531446493.68,753047212.12,586543301.12,801580680.37,990304227.19,1132804573.27,817817576.9,835532033.83,610653376.68,540953838.31,401747258.65,271914400.02,158327898.85,434274064.8952174
1133,005664.OF,,153894873.42,137979681.35,134614632.02,45676309.45,284895469.79,388439851.64,221739207.62,233192429.36,889423223.58,1066203768.1,1135634623.27,1026977031.62,991349842.82,1065209910.32,1284317104.62,952402123.51,908931751.51,693015867.03,544976894.52,443558599.66,389110224.5,328479339.33,605455579.9563637
1134,005668.OF,,876146457.03,762188919.97,681172481.25,733922218.84,479986544.27,309356735.43,234486398.62,350753691.62,452989497.4,1037782954.93,1562044660.14,1326774768.11,1401600479.95,1520963193.8,1889539504.72,1209131511.61,1183230599.32,973815556.15,751356984.36,658641410.36,648186128.64,553540214.7,890800495.9645455
1135,005674.OF,,196504589.84,164887174.54,135879333.92,64775034.11,47809521.23,34353950.84,22608231.26,19154191.07,54449637.36,234513843.36,266099794.91,199594230.51,185965038.2,150974097.09,192211889.61,138381752.16,147371276.67,113167718.13,112176580.2,126235987.82,81630079.25,82040605.15,125944752.60136364
1136,005680.OF,,,,,487648785.31,383227649.03,144024383.01,154165001.9,517523242.44,517406328.29,752080033.13,876088869.48,721807167.04,1411523823.3,3276314631.98,5760813938.83,5105259843.93,4641928513.87,3359493373.09,3930350177.56,4165352389.72,3382587829.07,2523369710.93,2216366615.363684
1137,005682.OF,,351392645.59,303541020.95,269623146.3,322188268.45,247626594.36,2746877629.3,1745015649.35,535487029.89,520061847.34,1494572260.8,1477084232.22,752310753.53,640452193.88,480196710.29,451136566.38,350185951.27,414807187.29,377366698.07,343341267.3,324870978.69,258986898.03,229102683.34,665283100.5736365
1138,005683.OF,,159882819.52,149533084.23,142059703.02,154910447.35,142277723.89,141275271.37,221128677.73,245205525.25,428899396.9,560169480.41,728579299.74,675398492.91,608789445.51,375263983.78,343106760.79,197255158.5,219358172.88,200314746.01,210952830.81,217734833.15,154450958.36,138627709.99,291598841.9136363
1139,005686.OF,,475173527.67,485752123.57,491707257.52,514344204.12,278906920.04,281751189.87,286359984.01,290555290.57,288922869.21,293507766.72,294546746.81,295231606.9,30790279.28,31959686.46,32928956.78,32791775.07,313316449.42,314892670.16,315024779.84,322205422.68,1446667814.52,1453446756.48,389581094.440909
1140,005698.OF,,283972552.58,239348113.72,190851367.06,196299663.46,157300384.24,128704573.36,112241092.46,70391922.91,74955477.95,64370803.8,71457411.67,84073515.76,102508576.83,81932240.25,79412546.0,69594823.35,59730619.64,58565373.49,60292848.27,86264056.94,207010783.37,240272983.25,123615987.74363635
1141,005706.OF,,497079336.96,383605645.31,320078351.81,168426227.41,194243722.48,237874515.06,542345906.22,359517456.07,747638195.99,670482666.31,731424681.16,601488980.58,658242988.09,412474894.31,291232911.25,237455517.93,198077203.68,180989300.6,168149020.89,164933919.13,145520932.81,137726847.33,365864055.51727283
1142,005711.OF,,550206728.46,540913327.04,533775987.53,872598415.97,1260762742.64,1517956175.87,2326847641.23,2571839667.2,2206718436.87,2252932057.25,3201506274.25,2874502163.67,2250303867.15,1189452397.3,1279701874.4,1132317040.36,1171212218.35,922550133.14,838124727.94,868575984.37,697248936.79,701120165.68,1443689407.4299998
1143,005726.OF,,,317852719.12,281081891.03,142884039.99,100180475.0,112225061.6,123229644.9,1375760545.93,1111569208.53,882938978.39,848371669.42,730914333.06,631727337.65,429727561.66,459137431.36,332901787.31,414261686.08,293899972.05,296616505.12,355364215.53,298719950.54,279606023.87,467570049.43523824
1144,005729.OF,,,,82238330.42,47642587.8,64159261.59,87717879.81,93306290.13,124071592.39,148027678.64,247406280.53,221243350.37,173398388.65,370797223.5,274616589.49,260388831.01,211588938.66,223489352.71,190847726.09,200971470.23,320070838.02,461466256.47,486110983.56,214477992.5035
1145,005730.OF,2130030286.41,1840220251.5,1465638334.45,1176970959.79,1184177331.61,1078491151.29,1138853422.72,1183543010.3,707401162.78,535654816.49,656442971.38,1414493364.26,3732291919.73,3894496853.82,5999600976.6,6637826264.64,5817085027.78,7455871112.61,5830259772.17,4152984759.72,3458362233.14,3076657301.18,2566261350.15,2918852810.1965218
1146,005732.OF,,,215181055.37,166526864.81,87582408.88,59605067.05,140577465.49,131998018.73,132305569.39,239941627.15,324609335.95,303683026.52,267024934.68,381793554.65,307811025.16,232788061.74,244693625.25,211776265.52,201783747.34,186608267.53,191092111.24,193994806.28,189828032.51,210057374.82095236
1147,005739.OF,,1685478292.59,1585577448.83,1353526955.18,1591852315.14,1474883305.0,881590199.49,761036864.88,706727807.24,560999602.21,734227722.45,1094704802.3,1173990999.5,1397604899.11,1553305719.59,2850817395.44,3935567913.33,4980217771.84,4436097974.7,4102410904.68,3397254351.89,2113685187.29,1797320848.48,2007676330.9618185
1148,005741.OF,,338037940.85,260076428.58,236542186.12,93876260.15,149428665.09,168551682.81,258801601.3,159526523.61,137232825.52,373161962.61,438911120.31,288504112.11,382474270.65,377017996.73,366689159.69,328335772.36,317381661.45,279658358.12,276478233.73,269296377.72,334736551.91,359874282.25,281572453.3486363
1149,005742.OF,,174718780.08,183558144.85,163188584.27,178629486.38,154080047.35,146478810.73,129461767.23,115581530.28,287656187.96,419285335.88,960572248.37,1465145616.43,1714999928.87,1436514191.19,1121779266.91,774186383.91,814619371.98,700033675.17,525725381.12,491660801.75,451024952.26,404638311.29,582433582.0118183
1150,005743.OF,,,298400920.16,74480637.26,28409110.13,22203952.99,28887725.12,74863925.8,67072823.85,70676375.12,651793256.82,392370663.91,387736248.05,475678575.82,374322672.51,433962213.8,355152384.86,366114685.92,307542808.71,168725605.16,188846639.66,203968987.97,156844318.31,244193072.94904763
1151,005746.OF,376813596.52,376967210.27,327540948.79,248380340.39,266861162.4,348117693.15,365297584.9,648776797.41,665977949.12,929326433.53,969361269.89,2368583010.93,2357747796.79,1265079225.56,1276731592.9,894193149.5,533507926.44,534958904.43,1453204909.42,1438461555.24,1232131514.67,1243789220.67,941065399.5,915777182.2791303
1152,005794.OF,,,234271266.26,205380851.01,303139447.28,359996901.65,633693167.17,1132720529.39,1330182907.78,2077989264.61,4529933028.45,3884768483.36,3999909006.35,4874876980.34,7683184307.44,12011523964.44,11033377444.26,12678352781.44,10580957097.59,9166909964.82,8202243745.83,7233876311.61,6491739903.1,5173763207.341906
1153,005810.OF,,1729864478.6,1706768204.58,1667216808.84,1780657320.39,543508169.93,560810295.67,642575183.78,622734270.53,509394881.69,573826926.17,673275814.98,651709865.26,452120135.93,403520998.1,419661683.99,360929856.94,303695617.75,278327729.52,279880772.98,293962357.99,223069729.24,229707785.38,677600858.5563636
1154,005819.OF,,1524628795.08,1305695361.48,1105602775.49,669744300.67,512326602.04,364345934.36,299900233.6,200557945.31,226235308.77,405090803.39,409473431.98,289398747.12,346895054.06,334236198.23,329763760.62,276442247.36,384356664.58,322838724.72,224178242.06,263156839.67,258237057.68,215245802.02,466743219.5586363
1155,005827.OF,,,2664444003.23,2160542033.68,2205822937.36,2441548574.65,6717470287.48,8423519967.57,9333958175.02,18218506217.23,33937688244.49,67700745571.2,88015706252.31,89888873779.67,69846800436.51,67622505261.17,55271761689.37,62778736536.61,53230852282.42,57074981815.95,56209369388.56,49194317224.72,49170008190.9,40576578993.814285
1156,005847.OF,,,312198802.86,259966433.53,203936099.65,163043991.67,140404459.12,195893070.29,367710268.63,887724284.97,2513924840.74,4149254638.16,9049163158.35,8391723967.29,4464905846.09,4235126935.27,3871196517.33,3953801636.74,3284344287.17,3658601276.75,3538034088.72,3078305204.18,2868909112.1,2837531853.3147616
1157,005875.OF,,,768510671.94,692975270.59,310323580.51,226168845.16,802083477.17,967490761.4,569078540.1,617547792.7,3063702919.79,2740197407.75,13468058591.67,14968023173.9,11707996847.15,11274315350.28,8312659422.91,9141790639.82,7515315245.87,7290825863.71,6870360305.08,5599365679.12,5162966463.01,5336655088.077619
1158,005876.OF,,,,210392520.75,140708265.65,100068022.52,65277217.27,37055640.77,39801658.54,23962322.7,10797970.34,19948362.9,26332122.05,120495462.1,441364288.72,703141669.25,655494759.66,575548183.55,573687151.66,524535944.63,651693906.68,657258355.82,621393724.96,309947877.52599996
