,thscode,ths_fund_scale_fund,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Mean
330,000979.OF,3838598427.86,3334037571.17,3067784952.96,3251389130.38,2402398410.77,2145951696.89,1820855915.26,2275409487.85,2822708369.48,3016280138.73,3099601797.35,2702039517.32,2444448494.89,2294118943.68,2102750160.78,1858067243.68,1646205708.29,1488750694.04,2032345390.41,2500599057.93,3482050634.76,4467841717.78,4964789349.97,2741696644.0100007
331,000985.OF,1413633345.19,969979722.59,901220739.34,848002922.71,1202520426.83,1211959202.8,1155555249.32,1116240326.03,949522937.75,973018754.12,836940231.17,883317475.48,742815831.27,829690272.93,937149954.47,1363916606.82,972990020.3,1089071122.26,1182200175.18,1135563616.48,1008271057.23,771153984.68,626659137.19,1005277961.3973911
332,000991.OF,894791143.29,891510965.12,757016185.17,642934317.4,924959527.43,914790700.03,1063311758.88,1071941490.01,986214071.73,1696061065.85,2613783728.31,5794963476.47,4530021899.79,4408754768.6,4640975822.9,4693110018.6,4892683034.26,4925510073.17,4453501922.68,3405851843.13,3444987797.98,3317978576.9,3208048200.48,2790160973.399131
333,001008.OF,1976352190.42,1737942038.74,1531526300.62,1353151533.45,1551398795.25,1520930390.25,1449205171.32,1419290158.52,1084515111.04,1192392770.68,916834021.65,1117527531.71,1060181928.34,1099471216.11,1000446098.29,1003735518.74,866087824.54,1002762845.4,866224108.52,733454948.26,824706696.82,773645150.07,755546980.03,1166840405.5986958
334,001009.OF,803514472.76,729725488.47,635372951.73,553433201.35,705292110.81,687842790.03,769298299.16,811251320.49,700556754.71,852491622.03,751844273.93,909756548.92,578244907.27,709897008.25,764483088.53,647426013.32,462664721.06,478603205.19,437168504.18,332197634.85,311530920.53,297652951.82,264776462.28,617175010.942174
335,001028.OF,1139892393.63,973461894.92,879894127.3,763683332.89,1022256393.67,938617663.49,1014637223.28,1089140407.01,955310855.03,1044396935.02,757608830.52,711291898.71,473736265.51,514224599.57,436783602.96,440085795.44,342106945.58,360430886.72,296438082.92,295889768.78,313134365.12,302507650.55,265785097.54,666578913.7460871
336,001036.OF,1523844202.87,1251659699.89,1107885803.59,1002894422.96,1303502567.43,1180361085.07,1198603903.6,1226484375.64,866435388.49,917937163.24,688444999.78,669285749.65,519100033.68,584299333.09,487996839.06,502366735.29,402772540.08,439005581.36,388663459.71,752439311.13,916354272.93,616140821.65,470092321.83,826807417.913913
337,001040.OF,656644278.24,600296578.81,529663945.79,469945429.91,723992308.36,557873214.38,586435459.25,627326193.76,409165556.76,565739022.14,880642287.38,855243315.33,639388164.14,681556194.57,601189497.45,812172047.91,614980816.59,755848637.08,677949769.84,1352171273.18,1449186242.36,840357538.3,609994591.36,717294015.7778262
338,001044.OF,1990220662.77,3318072109.11,3017993293.63,2606636378.96,2979586510.24,2838785843.18,2489166160.07,2278610890.09,1503178746.13,1680482189.86,1567627610.56,1506175508.19,1286545510.58,1266073826.58,1039750147.66,1063678798.98,892048077.55,1061340377.79,951862138.33,1068318023.21,1057499759.2,1300017216.96,1439408071.33,1747959906.5634782
339,001054.OF,930474367.8,763300214.57,696168649.66,576818437.13,694561331.26,747183211.13,696964182.53,759485667.83,502249145.49,645566826.47,1071595787.37,1773878036.74,2393139514.64,4606043740.37,9104743942.66,10370606890.38,6787518620.89,5950369973.34,4458317609.25,3846695485.27,2873298589.03,2394587392.06,2177169259.72,2818292907.6343474
340,001070.OF,448820801.95,368590220.64,332541052.75,305066917.75,408313218.96,399725056.75,413845296.37,436658255.87,417289798.21,469883417.29,444841847.41,510541611.19,475246996.58,568605515.45,675628593.2,1067481846.39,1015566764.68,1065104567.05,892618750.88,853491856.65,946246897.97,890234038.3,690421242.66,612902807.171739
341,001072.OF,811805023.24,1000941497.85,755527217.32,638090371.83,831226160.07,743189993.53,770826540.91,746608680.09,584970315.37,747700130.94,697623853.44,730511191.48,577976036.23,823650505.05,919762858.31,925842163.77,682445967.09,592849799.01,489477926.95,485814083.83,680921229.49,917260688.56,779107180.48,736266496.2973913
342,001126.OF,1301514830.92,1174197405.81,1064445242.47,956243555.37,1436864352.62,1503798392.34,1698142553.6,1792955523.85,1700926241.89,2058591630.33,2628264256.59,2318830420.64,2091873595.27,2322315418.7,2416060837.7,2318124952.7,1458747177.97,1385551410.8,1125819122.6,1019838478.93,965925457.56,997947762.84,903197448.87,1593051133.4943476
343,001158.OF,2107552565.66,1952599035.46,1897658723.38,1600141115.1,1924014975.52,1863598902.82,1809622374.19,1883976397.93,1622650911.1,1769354877.13,1678256847.86,2134468014.91,2230030175.0,2459393459.71,2561824832.21,2370017998.24,1882762739.27,2042916256.45,1704827500.45,1645983811.0,1674499722.14,1582410734.66,1440957881.9,1906066080.5256524
344,001163.OF,887060511.5,795792041.64,683595796.47,573090827.96,855062872.06,663822069.38,598466567.82,598947202.2,477050109.5,496961306.82,986244143.6,1298227762.0,742647788.11,877154750.23,644964614.69,717967523.36,499614583.33,526684124.07,692756378.86,743452623.0,710045531.83,644800542.78,588900502.35,708839572.7634783
345,001166.OF,2742591251.13,2210532687.26,2045053746.59,1855157528.31,2137760525.73,1982321299.84,1939520227.52,1941546896.55,1739484065.46,1990189130.94,1703667307.46,1452223269.54,1095019808.53,1163723102.45,1196614699.44,1143293124.04,921040340.27,982016081.41,781741089.63,707730557.1,711507310.16,695769277.23,544344029.08,1464471624.1595652
346,001171.OF,889744349.5,992138180.11,991826607.0,806414973.17,982693881.76,987633926.73,784865735.65,789329834.03,818169694.19,1668566675.87,3925627829.72,3021219404.74,1922030208.0,2853080732.25,3557979411.18,3664137381.67,3294376017.29,3180632510.2,2509417098.61,2732491641.38,2929313879.39,2600445350.03,2414940971.82,2100742447.5778258
347,001178.OF,982850839.53,790772307.51,700890019.43,550731700.12,2585674198.59,2800953273.02,2252418438.42,3051721551.11,3188641513.55,3178771727.34,2041089792.23,2778408445.88,1887729515.27,1169682453.62,886421997.0,832560061.85,808065127.15,706274286.45,578209835.1,594256323.28,817871097.96,748520634.49,684779462.87,1505099765.294348
348,001186.OF,1580173288.92,1754944700.1,1373472339.35,1162278772.08,1423288224.51,1280528676.9,1078417945.53,995117798.18,729120225.65,811992877.55,1340670068.98,1840265891.72,2322203639.63,2993996951.48,1664861030.09,1807724086.11,1221668870.87,1217345207.87,990567695.5,1098691211.39,1195542041.77,1745932562.42,1503595989.6,1440539134.617391
349,001195.OF,764244645.09,778722159.23,716378691.25,619450816.31,894919141.56,876802968.42,871522167.76,879573997.16,1025088071.93,1042570072.13,1203501543.99,1021315480.98,992586345.39,950470307.6,750840814.49,734501653.33,570908900.65,635675349.92,552716648.67,553006432.6,567741548.26,508428998.78,471893571.19,781863492.4647826
350,001223.OF,63060974.11,80035533.31,85306320.19,80596146.46,110248020.75,71356129.11,77554950.69,70825650.35,59448888.49,90961835.53,169398151.13,151020451.46,132672188.43,124227980.95,112586431.7,113947508.77,90930083.01,90391141.17,76289996.78,76546955.2,81521605.77,95568361.05,78371330.16,94907244.98130436
351,001230.OF,1416210535.89,1576298694.87,1341109023.02,1087398484.35,1357298082.22,1308943949.6,1338807907.72,1321795090.1,1406330876.78,2019902292.68,1609713742.35,1699335801.55,1971282835.51,2198361578.24,2011967718.34,2041737655.72,1665291406.74,1762394143.28,1531210513.52,1694597025.67,3190480597.44,3000780569.25,2719692131.51,1794388724.1891308
352,001236.OF,1264330390.75,1126271292.95,1048449661.53,945630495.5,1121458045.77,1024306681.78,914995679.66,846251245.08,568713442.12,621813608.16,612853432.28,784862420.55,958085512.85,1207795757.61,1225078993.26,1174928704.43,1017926066.95,1272876524.1,1339762179.65,1052015879.98,1001080169.05,991367598.04,943754989.95,1002809077.0434784
353,001245.OF,1087478727.21,952419282.57,890065183.15,777621737.68,935185590.32,904695146.05,953849301.92,1004215357.22,896816809.75,1058807688.66,747919505.25,1246052337.24,1267987262.24,1800193220.61,4638230948.82,5789693555.41,4288614117.47,4750605507.2,3736107656.99,3375969329.0,3193804890.66,2940167713.4,2432502946.73,2159521905.0239134
354,001291.OF,574426285.3,490345794.17,459966381.21,404454534.55,487798969.73,456603881.71,438720564.13,430811151.02,350125070.1,400811464.54,298896731.6,297620638.95,242628535.32,252505918.6,244636839.87,236456071.95,183301808.38,179351540.1,149694699.47,149166684.48,142087509.1,142116454.13,130840103.17,310581201.37304354
355,001313.OF,1842792773.11,1553890739.31,1295536606.01,1127282408.85,1547207627.79,1410480777.93,1493143169.51,1788620407.98,1436172842.34,1580678833.27,1138666436.65,1007872683.74,772295795.02,847668564.73,698030580.88,644261634.5,515883443.96,575380455.99,450149934.29,417645127.88,495902728.25,498886450.91,396800315.73,1023271753.8534783
356,001396.OF,1097787813.18,977864315.31,888957372.49,788309771.37,957684626.89,913616969.91,962854711.05,1013452139.91,869610945.17,986382193.87,598537613.87,532383789.58,385939386.81,413248548.07,330100137.21,322625117.76,250172311.9,274824617.92,239689607.59,218114135.47,213702534.77,202724178.52,183135420.38,592248619.9565217
357,001404.OF,1552674589.22,1337337649.48,1222782616.65,1061287564.99,1294867922.21,1213679983.7,1235824369.29,1285619880.17,965608061.44,1155105188.11,850795017.06,789891830.19,566734494.54,785393530.21,1277395871.27,1612561895.49,1344742106.98,1324310636.99,1799771385.45,1383348391.41,1731440343.18,1868206919.84,1631746806.95,1273527263.2530434
358,001410.OF,467276902.29,664822685.68,804567131.05,798395526.71,1244964579.22,1161687078.69,2012384797.05,2970424198.11,11690246472.96,12869094431.57,12472294634.23,12576482476.87,8927082147.4,11554027013.03,14809650141.17,17477493124.56,14041459189.0,14883281975.43,11639765334.04,10836485070.31,10715841556.54,9639426413.46,8231925165.18,8369090349.763043
359,001473.OF,226432810.83,179662973.89,123502756.24,107842361.99,136908133.85,154287288.6,194548089.18,220533326.13,182214795.17,217333233.39,218390815.53,417665176.07,281814772.61,350640116.32,244701980.27,271765748.0,281824423.37,397734320.97,449065713.31,578583443.45,618544713.57,370571033.43,406446019.93,288304958.526087
360,001476.OF,2000749502.94,1580786250.71,1465767498.46,1237038686.94,1533020064.74,1425370488.89,1473230254.17,1619051382.3,1408204478.96,1736672519.94,1238520085.8,1460985180.01,1190519916.79,1474773834.93,1627415749.45,1733505492.79,1347162856.18,1532937868.21,1658596620.45,1640579750.67,1708524059.63,1744427688.29,1472849789.74,1535247392.2169569
361,001482.OF,86830599.92,75401703.86,68183076.86,57392863.5,71545464.86,63263753.03,64847427.5,64385923.5,59570729.51,72943975.86,65953856.16,69554717.01,57160183.02,62932630.34,57155495.49,53550717.26,41822526.33,44350377.45,37560429.3,35212563.45,38083517.33,42492798.02,35152557.39,57623821.17173913
362,001490.OF,837732284.81,673088949.96,594262292.88,508965423.89,636418571.17,640274163.39,621428293.59,605380051.19,466964208.94,536905409.75,693455978.89,851835803.26,714051002.94,879322093.76,887324283.2,983398953.76,836274417.38,861792956.87,695495353.73,782091526.38,877222337.87,783014739.03,750910379.56,726852585.9217392
363,001496.OF,248619531.4,225941344.5,199482570.04,178906514.51,199726916.24,194350014.05,183845352.99,189565619.17,168309347.4,248182926.52,236690185.48,362017486.29,388497480.92,605597913.64,640600691.81,473279548.5,383294820.46,419296871.29,355961796.54,353479416.59,294459851.83,256307804.03,227831855.39,305836776.503913
364,001520.OF,101461322.25,91514378.34,43502389.62,51934628.19,45525576.49,53746485.67,140329693.71,154234200.73,127094146.88,154522384.14,189967133.2,212372730.96,177871354.71,193206437.96,211626235.89,26419176.17,61933274.3,53782263.6,52684371.75,43640444.15,51148995.36,46656011.75,42321367.63,101195434.93260871
365,001528.OF,550643130.6,601540204.69,580555190.13,521296260.62,507726574.47,555430028.63,429525339.74,345071074.33,192967486.12,172156425.86,171350402.74,174515355.21,166704367.02,188360977.64,201237692.94,230029758.25,243870293.54,233464906.86,131165315.5,144460651.73,182697348.23,312041026.96,401640283.37,314715221.52956516
366,001576.OF,954643167.17,809278524.72,687396907.59,616634692.39,870886318.96,703287479.15,570742744.54,487464728.32,372256798.3,482006453.16,1126990722.27,1771918613.13,1213975243.06,1369283949.47,1416351194.4,2560791335.58,2302618213.65,3145992567.2,2266455099.37,1951252498.4,1867517468.51,1817039467.8,1771382248.08,1353746366.7486956
367,001579.OF,196764727.68,153368075.83,148326496.49,139090426.07,126277682.12,113533876.66,234459357.0,205026927.28,331807748.4,429662778.07,1207589546.26,1257208692.12,1033844759.78,1191476544.91,1251406812.97,1197250831.12,1172333159.11,1286922081.09,1215424149.38,1114936442.13,926326892.36,669601137.96,628450555.92,705699552.2047826
368,001583.OF,694552414.25,511693679.02,520259681.38,420014941.76,652707182.99,914763097.53,1423243737.32,1698142517.27,1451879753.77,1159349207.97,1276715316.04,1315649840.29,449802639.34,400787476.71,303763009.63,317073676.43,608981422.51,561074195.33,631050721.86,451707746.49,436933730.86,397495482.28,420985715.34,739940312.4508697
369,001605.OF,99921372.74,131333250.2,168766418.35,148010269.55,202327939.31,199032517.21,379205488.05,756821803.16,1307027157.78,1881594545.39,3280938828.24,5406904407.43,11324728150.92,11060854409.06,7092883416.39,5534824293.55,3943467667.59,3459840261.96,2746390054.38,2144671225.61,1885794099.91,1657181773.81,1288322503.36,2873949645.823913
370,001616.OF,3239463724.87,2416467903.91,2208932485.15,2353307824.84,2914522859.01,3480561826.53,3062756295.8,3428101390.03,2943798348.06,3399292349.88,4703434686.89,5943179420.59,4454535282.98,5316981347.34,5639205781.74,5936783203.53,4641941543.25,4867271164.61,3812155938.32,3784268916.73,3768185957.38,3467846500.95,3057714940.32,3862639551.856957
371,001637.OF,313774560.21,226950218.47,217447819.78,201258123.45,244366547.4,268328409.87,297930701.76,285489263.15,168944527.19,170616324.79,220560790.49,214118972.22,204326584.21,232129633.09,480992838.85,648173570.19,744189151.9,673066136.18,1437233351.35,1282016546.73,1446577940.21,1523111199.53,1846496554.69,580352163.7265217
372,001643.OF,49071377.1,33864951.31,54548040.93,47200983.81,59679908.23,61483278.96,86585438.5,137014550.93,456742712.74,830074127.41,1002763088.19,2892899271.76,1647738854.03,2096895689.65,2306674323.96,2586604839.77,1817886940.92,1987744615.48,1567807769.12,1638739793.13,1907708740.44,1538413520.1,1278034166.62,1134181607.9604347
373,001645.OF,323209051.77,485953749.4,349488243.74,300775578.73,405131854.64,363178118.31,457570484.77,568430531.69,982965905.51,2083378351.9,2269394942.93,1927559691.91,1677456732.01,1792659866.45,1558028695.17,1864403325.75,3134251735.44,3232618867.92,3692167453.48,3692488171.36,4001771349.52,3247799545.71,2045694622.76,1758972907.4291306
374,001651.OF,490117853.8,415802691.88,363335886.96,291243557.08,296034181.15,263388360.08,262491592.56,261572567.29,214374863.37,246919074.98,309906358.3,494039578.68,511111668.63,525624325.77,490347748.66,385778559.47,429286579.75,423722182.98,364596819.16,334505989.68,293848385.88,282123606.63,274793452.54,357607212.40347826
375,001672.OF,539582549.04,461494587.38,405599244.18,253892666.57,308204704.92,320843553.61,336134782.38,312504772.95,220537802.97,286343719.43,313816662.53,367542133.88,332126971.99,219035601.55,208416713.33,453814860.24,356285534.51,397411249.51,425628040.4,1044838986.8,1232115050.27,1293023955.27,1327299884.29,496369305.5652174
376,001678.OF,,,,36427110.49,66611395.18,11717712.69,4562360.74,3843474.27,81468185.83,84430703.87,68838808.29,66817544.95,66911384.5,66304190.51,86441201.45,70545045.35,73025066.17,80896677.37,154553092.08,420152323.28,3468913887.84,2476103036.3,2052111415.69,472033730.84250003
377,001703.OF,335439733.57,322158105.23,362518334.76,276522527.25,311979220.52,204918607.76,173563008.74,179502116.48,144700598.39,171470532.91,206402962.16,302136810.54,559149065.17,585612112.83,329053158.97,374323691.24,279725618.19,291393286.56,207086529.18,170995721.92,182108377.77,166115136.14,156642279.86,273631197.2234783
378,001705.OF,723417572.17,645414268.0,599106873.81,537692823.16,564794952.76,554593035.62,583998218.69,642733948.73,698042836.77,936961992.09,1786562599.83,4146765867.21,4249952816.7,4510208360.28,3331676887.3,3214940581.82,2282188301.41,2437272694.46,1856451979.21,1703818897.55,1645605427.45,1426757386.78,1277908920.09,1754646401.821304
379,001717.OF,266704937.73,518498807.04,459304673.67,372885358.53,600152501.63,742657971.7,846413343.01,1139828764.7,2616112616.75,6739329401.08,6574487243.76,6736156827.46,7217141718.57,11654085003.04,15515863659.13,17625156252.85,15074423810.76,14809651805.92,13180364220.49,14105972236.41,13666746579.53,13292891999.99,12802940606.09,7676424797.384348
380,001718.OF,46863847.79,51837302.16,47831980.97,37694973.38,48584270.37,47745423.17,48606490.33,55776206.22,82749517.36,95742361.35,117905845.6,173812311.85,205447512.51,510965638.45,1544912406.95,5530503385.19,3237982371.21,2928865531.97,2283715706.98,2111139862.67,2240008840.8,2372675471.97,2119591370.54,1127867766.5126088
381,001719.OF,57841777.46,50337780.84,47822910.74,44507335.82,61213805.7,62227334.53,111128425.01,119556504.94,125437267.63,120955873.02,153186082.84,174198826.1,157030766.55,163385346.72,254799494.61,250280101.77,316873542.66,538802748.08,695260374.2,674500161.66,819100919.72,594115807.73,656644904.08,271704699.67
