,thscode,ths_fund_supervisor_fund,ths_mergesize_fund
668,009578.OF,上银基金,5115884251.46
669,009580.OF,招商基金,8515280189.76
670,009583.OF,淳厚基金,7431317349.12
671,009587.OF,国寿安保基金,8339763900.24
672,009599.OF,嘉实基金,10582473721.14
673,009600.OF,嘉实基金,5694069644.41
674,009632.OF,浦银安盛基金,8078970873.520001
675,009643.OF,嘉实基金,1013064220.76
676,009655.OF,工银瑞信,6842283549.72
677,009666.OF,兴证全球基金,8020527828.56
678,009685.OF,景顺长城基金,513245675.11
679,009711.OF,招商基金,8087530410.76
680,009732.OF,兴业基金,7984029344.55
681,009749.OF,西部利得基金,8439540049.7
682,009770.OF,英大基金,8091816223.14
683,009792.OF,工银瑞信,707729438.31
684,009799.OF,中银证券,8033492537.09
685,009809.OF,易方达基金,8066333187.28
686,009831.OF,长城基金,1041376256.74
687,009851.OF,上银基金,8441810057.85
688,009866.OF,永赢基金,8407106553.13
689,009920.OF,鹏华基金,4868051628.7
690,009922.OF,华夏基金,2060777044.67
691,009933.OF,浦银安盛基金,8114878407.5
692,009953.OF,华泰柏瑞基金,2084673419.11
693,010048.OF,平安基金,4986804405.98
694,010083.OF,中银基金,4612158029.9
695,010084.OF,蜂巢基金,4573804949.17
696,010092.OF,永赢基金,3328725485.64
697,010168.OF,天弘基金,6303144212.22
698,010191.OF,华夏基金,2035668966.17
699,010232.OF,国寿安保基金,5526415814.92
700,010254.OF,嘉实基金,2609519427.91
701,010258.OF,淳厚基金,299075070.07
702,010462.OF,中信保诚基金,8402660520.69
703,010471.OF,易方达基金,699042156.27
704,010477.OF,景顺长城基金,8528833319.04
705,010479.OF,鹏华基金,4120257638.46
706,010482.OF,汇添富基金,8317590443.020001
707,010485.OF,中航基金,8238524327.26
708,010580.OF,长盛基金,8236185397.51
709,010621.OF,永赢基金,8219066247.13
710,010627.OF,淳厚基金,7783425478.68
711,010632.OF,工银瑞信,2082826085.2
712,010634.OF,天弘基金,4048695700.97
713,010639.OF,上银基金,8618328631.02
714,010653.OF,农银汇理基金,696873828.29
715,010753.OF,招商基金,5471441371.46
716,010836.OF,国泰基金,797245270.41
717,010946.OF,中银证券,5249793895.18
718,010983.OF,兴银基金,7757437596.44
719,011067.OF,财通证券资管,6509183751.520001
720,011079.OF,嘉实基金,1004019353.84
721,011080.OF,鹏华基金,8423636549.06
722,011088.OF,景顺长城基金,4166629150.16
723,011262.OF,华夏基金,865697450.25
724,011292.OF,招商基金,5408549364.24
725,011294.OF,招商基金,8078663846.7
726,011529.OF,上银基金,1083143503.15
727,011617.OF,汇添富基金,7234980293.14
728,011655.OF,天弘基金,5474548485.72
729,011683.OF,华夏基金,1069593056.03
730,011699.OF,蜂巢基金,2167953976.45
731,011719.OF,浦银安盛基金,8052546984.21
732,011890.OF,中金基金,2055217048.77
733,011943.OF,工银瑞信,5250797694.91
734,011946.OF,建信基金,4071861137.54
735,011952.OF,万家基金,4427875900.85
736,011953.OF,招商基金,1514881590.45
737,011955.OF,招商基金,6250095265.63
738,011960.OF,兴业基金,7970632956.33
739,011961.OF,易方达基金,1158130606.19
740,011968.OF,农银汇理基金,8433716432.39
741,012101.OF,中金基金,1996954802.08
742,012229.OF,华安基金,793393288.94
743,012242.OF,华安基金,3709806968.82
744,012265.OF,天弘基金,3046587847.07
745,012273.OF,富国基金,7628554125.94
746,012279.OF,嘉实基金,148021035.74
747,012290.OF,国联基金,1141131948.49
748,012352.OF,英大基金,1040881472.95
749,012356.OF,浦银安盛基金,2850951949.25
750,012395.OF,兴业基金,2477399309.65
751,012451.OF,国寿安保基金,1315511398.3
752,012452.OF,国泰基金,2935878174.0
753,012465.OF,上银基金,8054512851.07
754,012468.OF,中银证券,61714725.35
755,012489.OF,招商基金,1642613350.66
756,012567.OF,长城基金,787106410.94
757,012580.OF,财通证券资管,4633129243.770001
758,012591.OF,广发基金,3047103928.01
759,012742.OF,工银瑞信,10061578.88
760,012750.OF,上银基金,749497131.0
761,012773.OF,嘉实基金,17807380293.9
762,012803.OF,国联基金,8074968544.85
763,012806.OF,招商基金,3046685522.36
764,012823.OF,富国基金,225404473.98
765,012933.OF,易方达基金,1241249590.47
766,012941.OF,广发基金,1993437750.21
767,012948.OF,兴证全球基金,3029335638.09
768,013008.OF,淳厚基金,1207042246.12
769,013062.OF,国寿安保基金,922614745.38
770,013065.OF,国泰基金,3524283603.33
771,013068.OF,博时基金,1002281475.35
772,013075.OF,建信基金,14281805812.53
773,013077.OF,永赢基金,6217277183.770001
774,013087.OF,中加基金,8404953909.86
775,013159.OF,国泰基金,6063046892.39
776,013206.OF,广发基金,6212333966.020001
777,013213.OF,兴业基金,2038249766.15
778,013216.OF,财通证券资管,7299139388.48
779,013236.OF,长信基金,6205995719.16
780,013265.OF,鹏扬基金,1059170026.98
781,013336.OF,天弘基金,63485110.79
782,013351.OF,中加基金,35520308.8
783,013373.OF,中银证券,61856218.7
784,013375.OF,平安基金,788428621.46
785,013391.OF,招商基金,3657059668.87
786,013405.OF,中航基金,
787,013408.OF,蜂巢基金,1529723595.65
788,013419.OF,交银施罗德,6134052469.12
789,013456.OF,长盛基金,5304524228.270001
790,013457.OF,华夏基金,3372151213.67
791,013459.OF,华夏基金,582099710.84
792,013487.OF,华安基金,1002638232.35
793,013494.OF,华泰柏瑞基金,499302762.6
794,013522.OF,华富基金,3991526876.65
795,013538.OF,鹏华基金,3120645702.78
796,013563.OF,银华基金,3108120371.11
797,013648.OF,长信基金,1007038983.77
798,013654.OF,永赢基金,2590609216.94
799,013699.OF,永赢基金,655680347.5
800,013703.OF,招商基金,11162189684.84
801,013718.OF,兴银基金,138000104.09
802,013723.OF,上银基金,995648095.05
803,013728.OF,创金合信基金,1228228477.62
804,013780.OF,华夏基金,2547161774.94
805,013799.OF,财通基金,155834905.77
806,013804.OF,财通证券资管,1568335206.8
807,013808.OF,易方达基金,1247679517.32
808,013821.OF,南方基金,5256175175.15
809,013838.OF,中银基金,100109995.98
810,013864.OF,平安基金,142934652.8
811,013875.OF,鑫元基金,379819425.62
812,013901.OF,华安基金,507485926.63
813,013931.OF,博时基金,2533796485.02
814,013952.OF,工银瑞信,1309398066.81
815,013976.OF,财通证券资管,680681146.26
816,014004.OF,博时基金,7254610703.91
817,014012.OF,蜂巢基金,1022139625.4
818,014059.OF,富国基金,234658920.2
819,014097.OF,鹏扬基金,481713785.78
820,014105.OF,长城基金,2028660580.35
821,014230.OF,国泰基金,3007039436.54
822,014231.OF,国寿安保基金,2330152799.82
823,014234.OF,永赢基金,2000508587.18
824,014242.OF,农银汇理基金,1598250338.95
825,014248.OF,兴业基金,2441841659.32
826,014250.OF,建信基金,1701858523.76
827,014252.OF,华泰柏瑞基金,58239636.78
828,014257.OF,国联基金,626669973.55
829,014315.OF,鹏华基金,653065666.31
830,014367.OF,招商基金,12802348378.82
831,014392.OF,嘉实基金,4585247234.59
832,014435.OF,中航基金,4576310634.79
833,014446.OF,鹏华基金,2065558798.38
834,014452.OF,天弘基金,1004307957.65
835,014464.OF,交银施罗德,2508583281.2
836,014474.OF,中欧基金,10004000.41
837,014476.OF,山西证券,741061593.99
838,014480.OF,华夏基金,4104961025.97
839,014504.OF,鹏扬基金,91609310.36
840,014517.OF,华夏基金,61396569.23
841,014552.OF,中航基金,1016854919.62
842,014638.OF,银华基金,5479724276.73
843,014714.OF,工银瑞信,4099532195.68
844,014721.OF,富国基金,1017474873.29
845,014740.OF,财通证券资管,149004644.79
846,014778.OF,国寿安保基金,2382880860.93
847,014815.OF,财通证券资管,30965586.63
848,014856.OF,建信基金,170510537.52
849,014858.OF,建信基金,170510537.52
850,014952.OF,国泰基金,499182399.33
851,014959.OF,华泰柏瑞基金,1201996157.99
852,014965.OF,国投瑞银基金,4635602897.39
853,014966.OF,永赢基金,2000680606.46
854,014973.OF,景顺长城基金,5262065910.3
855,015018.OF,西部利得基金,499869452.55
856,015049.OF,招商基金,15262662270.56
857,015081.OF,兴业基金,775172845.77
858,015209.OF,华夏基金,2017927748.29
859,015255.OF,农银汇理基金,2450103844.97
860,015260.OF,鹏华基金,7995129918.26
861,015263.OF,淳厚基金,2018272641.3
862,015301.OF,博时基金,232757713.39
863,015315.OF,富国基金,5584875998.25
864,015397.OF,博时基金,5335095965.96
865,015423.OF,浦银安盛基金,8127339438.11
866,015469.OF,永赢基金,2094732797.2
867,015471.OF,万家基金,5330824042.71
868,015473.OF,工银瑞信,3951087986.92
869,015487.OF,蜂巢基金,2260082921.3
870,015492.OF,中航基金,200393418.57
871,015516.OF,建信基金,161925727.54
872,015530.OF,鹏华基金,1584459929.23
873,015552.OF,中加基金,1018981176.81
874,015569.OF,招商基金,56078739.27
875,015581.OF,国寿安保基金,551444760.35
876,015622.OF,平安基金,210615508.57
877,015624.OF,国投瑞银基金,5000000472.22
878,015629.OF,招商基金,8078813458.35
879,015653.OF,鹏华基金,8003385730.42
880,015654.OF,交银施罗德,8746573213.7
881,015720.OF,平安基金,30882066.46
882,015736.OF,长盛基金,1764643260.23
883,015746.OF,博时基金,208206165.34
884,015811.OF,兴证全球基金,5004498691.05
885,015815.OF,浦银安盛基金,452732801.69
886,015830.OF,平安基金,2707930882.16
887,015832.OF,永赢基金,128441932.02
888,015834.OF,汇添富基金,3921360087.23
889,015848.OF,天弘基金,4048695700.97
890,015852.OF,华泰柏瑞基金,2000143653.46
891,015853.OF,汇添富基金,750584820.48
892,015858.OF,浦银安盛基金,5031867767.7
893,015893.OF,广发基金,4308819987.68
894,015913.OF,华夏基金,
895,015917.OF,兴业基金,98188134.71
896,015925.OF,万家基金,230179686.24
897,015949.OF,上银基金,5053339397.13
898,015969.OF,博时基金,1513529174.53
899,016009.OF,中加基金,2003791633.6
900,016011.OF,西部利得基金,3150099355.85
901,016023.OF,兴业基金,3262898566.8
902,016024.OF,工银瑞信,2034802569.12
903,016031.OF,民生加银基金,
904,016034.OF,建信基金,3055879812.58
905,016111.OF,鹏华基金,
906,016172.OF,鹏扬基金,7968427320.89
907,016184.OF,长城基金,
908,016189.OF,国联基金,7804651723.2
909,016191.OF,永赢基金,136030792.81
910,016208.OF,华泰柏瑞基金,
911,016212.OF,中银证券,1350081547.15
912,016235.OF,浦银安盛基金,6108688123.1
913,016247.OF,天弘基金,1005762406.76
914,016296.OF,英大基金,8020719947.17
915,016396.OF,交银施罗德,1722016878.49
916,016411.OF,招商基金,1496391300.67
917,016426.OF,国泰基金,200008766.13
918,016427.OF,汇添富基金,3711098488.91
919,016432.OF,财通证券资管,
920,016483.OF,国泰基金,2291322465.58
921,016497.OF,建信基金,170510537.52
922,016510.OF,嘉实基金,260454327.48
923,016526.OF,招商基金,204184166.83
924,016585.OF,富国基金,5990057185.06
925,016609.OF,鹏华基金,275813397.32
926,016614.OF,中欧基金,3009999000.0
927,016674.OF,永赢基金,231644158.12
928,016689.OF,中银基金,2010000000.0
929,016695.OF,天弘基金,1498615953.33
930,016790.OF,招商基金,221704942.14
931,016793.OF,大成基金,2500146649.61
932,016799.OF,建信基金,205788806.52
933,016812.OF,长信基金,243517514.51
934,016816.OF,兴业基金,274983125.47
935,016871.OF,华富基金,276503869.52
936,016875.OF,交银施罗德,369214050.28
937,016885.OF,山西证券,64022010.36
938,016914.OF,博时基金,5003304895.03
939,016925.OF,华夏基金,3259793912.4
940,016928.OF,万家基金,6300029595.5
941,016947.OF,国泰基金,783557584.96
942,016951.OF,鹏华基金,
943,016955.OF,国联基金,6050789627.25
944,017006.OF,永赢基金,
945,017024.OF,天弘基金,10000000.0
946,017129.OF,嘉实基金,5999999000.0
947,017137.OF,长盛基金,
948,017201.OF,山西证券,
949,017305.OF,国寿安保基金,
950,017307.OF,招商基金,702611993.43
951,017314.OF,国泰基金,232057181.21
952,017328.OF,永赢基金,263639316.01
953,017428.OF,国泰基金,7600004588.97
954,017432.OF,交银施罗德,
955,017438.OF,博时基金,2020550922.03
956,017500.OF,兴业基金,
957,017529.OF,财通基金,
958,017614.OF,工银瑞信,528597171.07
959,017659.OF,汇添富基金,
960,017671.OF,浦银安盛基金,
961,017681.OF,建信基金,
962,017687.OF,永赢基金,
963,017695.OF,招商基金,
964,017777.OF,工银瑞信,
965,017812.OF,华安基金,
966,018011.OF,交银施罗德,
967,018085.OF,汇添富基金,
968,018169.OF,嘉实基金,
969,018196.OF,兴证全球基金,
970,018252.OF,上银基金,
971,018256.OF,国寿安保基金,
972,018275.OF,蜂巢基金,
973,018407.OF,博时基金,
974,018559.OF,广发基金,
975,018584.OF,浦银安盛基金,
976,018666.OF,鹏扬基金,
977,040040.OF,华安基金,2546189310.77
978,040045.OF,华安基金,3622440094.81
979,050027.OF,博时基金,9582759638.4
980,050106.OF,博时基金,3408244708.3
981,070005.OF,嘉实基金,1129436754.66
982,070025.OF,嘉实基金,3345053187.55
983,070037.OF,嘉实基金,2301808208.78
984,090021.OF,大成基金,59235972.07
985,100018.OF,富国基金,14477342893.21
986,100058.OF,富国基金,10376068327.75
987,100066.OF,富国基金,3492857359.12
988,100072.OF,富国基金,1177853942.24
989,110035.OF,易方达基金,16196263938.22
990,110051.OF,易方达基金,117773097.2
991,110053.OF,易方达基金,4355358143.85
992,160602.OF,鹏华基金,500678981.29
993,202103.OF,南方基金,3198490511.59
994,202108.OF,南方基金,2296574329.66
995,217003.OF,招商基金,3657059668.87
996,217022.OF,招商基金,16155134848.07
997,261001.OF,景顺长城基金,411542645.87
998,270043.OF,广发基金,7996976535.09
999,270048.OF,广发基金,7456479907.95
