,thscode,ths_fund_supervisor_fund,ths_mergesize_fund
671,009587.OF,国寿安保基金,8100757565.25
672,009599.OF,嘉实基金,10399129284.31
673,009600.OF,嘉实基金,5616685176.62
674,009632.OF,浦银安盛基金,8066391390.65
675,009643.OF,嘉实基金,518382683.92
676,009655.OF,工银瑞信,1022125539.66
677,009666.OF,兴证全球基金,8016043609.46
678,009685.OF,景顺长城基金,514258426.75
679,009711.OF,招商基金,8014849699.5
680,009732.OF,兴业基金,7973250912.47
681,009749.OF,西部利得基金,8164323339.39
682,009770.OF,英大基金,8024317013.96
683,009792.OF,工银瑞信,692796748.58
684,009799.OF,中银证券,8127684136.71
685,009809.OF,易方达基金,8122508664.49
686,009831.OF,长城基金,1021360698.78
687,009851.OF,上银基金,8274798949.58
688,009866.OF,永赢基金,8232086412.41
689,009920.OF,鹏华基金,1809199097.8
690,009922.OF,华夏基金,2028230151.71
691,009933.OF,浦银安盛基金,8052232568.19
692,009953.OF,华泰柏瑞基金,2044615868.22
693,010048.OF,平安基金,9262618195.48
694,010083.OF,中银基金,2586027355.27
695,010084.OF,蜂巢基金,1879688573.37
696,010092.OF,永赢基金,478047183.96
697,010168.OF,天弘基金,11852117205.5
698,010191.OF,华夏基金,2038579620.34
699,010232.OF,国寿安保基金,206151695.38
700,010254.OF,嘉实基金,251283432.62
701,010258.OF,淳厚基金,300092927.97
702,010462.OF,中信保诚基金,8248744320.62
703,010471.OF,易方达基金,1435709867.15
704,010477.OF,景顺长城基金,6700991678.29
705,010479.OF,鹏华基金,4033432251.64
706,010482.OF,汇添富基金,8153586299.35
707,010485.OF,中航基金,8108457429.79
708,010580.OF,长盛基金,8154255404.49
709,010621.OF,永赢基金,8215215295.57
710,010627.OF,淳厚基金,7789877840.31
711,010632.OF,工银瑞信,2050030240.22
712,010634.OF,天弘基金,1532753633.68
713,010639.OF,上银基金,8391371722.58
714,010653.OF,农银汇理基金,896169246.3
715,010753.OF,招商基金,7696480128.46
716,010836.OF,国泰基金,812048964.14
717,010946.OF,中银证券,5212917736.75
718,010983.OF,兴银基金,7639186114.9
719,011067.OF,财通证券资管,15110320900.96
720,011079.OF,嘉实基金,214678021.67
721,011080.OF,鹏华基金,8372503696.31
722,011088.OF,景顺长城基金,4157734238.63
723,011262.OF,华夏基金,812511849.27
724,011292.OF,招商基金,5338587769.29
725,011294.OF,招商基金,8092634790.89
726,011529.OF,上银基金,1102667496.65
727,011617.OF,汇添富基金,7641680954.47
728,011655.OF,天弘基金,7113720712.1
729,011683.OF,华夏基金,1048260261.46
730,011699.OF,蜂巢基金,2995378327.32
731,011719.OF,浦银安盛基金,8149565425.62
732,011890.OF,中金基金,2017000332.56
733,011943.OF,工银瑞信,5159508541.270001
734,011946.OF,建信基金,3978183975.03
735,011952.OF,万家基金,4313355146.16
736,011953.OF,招商基金,1489309730.49
737,011955.OF,招商基金,4253638026.23
738,011960.OF,兴业基金,8025670358.3
739,011961.OF,易方达基金,1947306330.57
740,011968.OF,农银汇理基金,7294362980.51
741,012101.OF,中金基金,2010719512.86
742,012229.OF,华安基金,1127863167.38
743,012242.OF,华安基金,7771951205.4
744,012265.OF,天弘基金,4387791294.86
745,012273.OF,富国基金,7601342734.89
746,012279.OF,嘉实基金,82049596.45
747,012290.OF,国联基金,1123296957.26
748,012352.OF,英大基金,1023824222.03
749,012356.OF,浦银安盛基金,3960381240.85
750,012395.OF,兴业基金,1683705543.37
751,012451.OF,国寿安保基金,3057342188.93
752,012452.OF,国泰基金,2343235503.37
753,012465.OF,上银基金,49754060.76
754,012468.OF,中银证券,60715779.45
755,012489.OF,招商基金,1614936281.28
756,012567.OF,长城基金,5138237.63
757,012580.OF,财通证券资管,2414670422.87
758,012591.OF,广发基金,344394523.93
759,012742.OF,工银瑞信,10001600.16
760,012750.OF,上银基金,1002865091.96
761,012773.OF,嘉实基金,13358474560.97
762,012803.OF,国联基金,8071861348.9
763,012806.OF,招商基金,3047885485.52
764,012823.OF,富国基金,139608718.03
765,012933.OF,易方达基金,117640462.58
766,012941.OF,广发基金,115694837.29
767,012948.OF,兴证全球基金,3034728479.3
768,013008.OF,淳厚基金,2364477736.44
769,013062.OF,国寿安保基金,910009728.45
770,013065.OF,国泰基金,395868932.82
771,013068.OF,博时基金,981433458.67
772,013075.OF,建信基金,4413913611.5
773,013077.OF,永赢基金,6099610479.44
774,013087.OF,中加基金,8011077857.62
775,013159.OF,国泰基金,6027594599.07
776,013206.OF,广发基金,7675723034.97
777,013213.OF,兴业基金,2010088333.36
778,013216.OF,财通证券资管,558159656.65
779,013236.OF,长信基金,1686149289.6
780,013265.OF,鹏扬基金,1031005131.09
781,013336.OF,天弘基金,51653286.08
782,013351.OF,中加基金,
783,013373.OF,中银证券,60901502.52
784,013375.OF,平安基金,316891203.42
785,013391.OF,招商基金,4426390949.74
786,013405.OF,中航基金,
787,013408.OF,蜂巢基金,200333211.58
788,013419.OF,交银施罗德,5196065219.24
789,013456.OF,长盛基金,1619840856.34
790,013457.OF,华夏基金,2741330549.07
791,013459.OF,华夏基金,157382528.59
792,013487.OF,华安基金,
793,013494.OF,华泰柏瑞基金,505149528.42
794,013522.OF,华富基金,149785353.72
795,013538.OF,鹏华基金,
796,013563.OF,银华基金,210759418.7
797,013648.OF,长信基金,1003074685.01
798,013654.OF,永赢基金,2538208255.63
799,013699.OF,永赢基金,134789470.9
800,013703.OF,招商基金,11627433176.32
801,013718.OF,兴银基金,304278704.51
802,013723.OF,上银基金,
803,013728.OF,创金合信基金,53459609.43
804,013780.OF,华夏基金,3015818896.86
805,013799.OF,财通基金,115375992.35
806,013804.OF,财通证券资管,734451765.75
807,013808.OF,易方达基金,47375925.57
808,013821.OF,南方基金,6486898960.67
809,013838.OF,中银基金,111166009.14
810,013864.OF,平安基金,65728238.08
811,013875.OF,鑫元基金,382696702.03
812,013901.OF,华安基金,650611116.83
813,013931.OF,博时基金,2537279674.03
814,013952.OF,工银瑞信,7142142888.5
815,013976.OF,财通证券资管,43844657.34
816,014004.OF,博时基金,8431942607.5
817,014012.OF,蜂巢基金,1004546658.06
818,014059.OF,富国基金,
819,014097.OF,鹏扬基金,128257422.11
820,014105.OF,长城基金,2020551138.64
821,014230.OF,国泰基金,203008845.23
822,014231.OF,国寿安保基金,2358569019.49
823,014234.OF,永赢基金,2010509004.9
824,014242.OF,农银汇理基金,1400482558.1
825,014248.OF,兴业基金,216847350.26
826,014250.OF,建信基金,1350385348.86
827,014252.OF,华泰柏瑞基金,
828,014257.OF,国联基金,871746885.8
829,014315.OF,鹏华基金,691240431.28
830,014367.OF,招商基金,207066827.76
831,014392.OF,嘉实基金,3913388430.3
832,014435.OF,中航基金,4634515573.42
833,014446.OF,鹏华基金,1796211255.89
834,014452.OF,天弘基金,
835,014464.OF,交银施罗德,2509999000.0
836,014474.OF,中欧基金,
837,014476.OF,山西证券,420089552.46
838,014480.OF,华夏基金,
839,014504.OF,鹏扬基金,54477595.75
840,014517.OF,华夏基金,37749441.47
841,014552.OF,中航基金,1009999000.0
842,014638.OF,银华基金,898053864.15
843,014714.OF,工银瑞信,4010007400.84
844,014721.OF,富国基金,
845,014740.OF,财通证券资管,210184711.32
846,014778.OF,国寿安保基金,
847,014815.OF,财通证券资管,
848,014856.OF,建信基金,
849,014858.OF,建信基金,
850,014952.OF,国泰基金,
851,014959.OF,华泰柏瑞基金,
852,014965.OF,国投瑞银基金,
853,014966.OF,永赢基金,
854,014973.OF,景顺长城基金,5600010899.22
855,015018.OF,西部利得基金,
856,015049.OF,招商基金,14999579501.28
857,015081.OF,兴业基金,357919196.07
858,015209.OF,华夏基金,
859,015255.OF,农银汇理基金,
860,015260.OF,鹏华基金,
861,015263.OF,淳厚基金,
862,015301.OF,博时基金,
863,015315.OF,富国基金,
864,015397.OF,博时基金,
865,015423.OF,浦银安盛基金,7999025736.97
866,015469.OF,永赢基金,
867,015471.OF,万家基金,
868,015473.OF,工银瑞信,
869,015487.OF,蜂巢基金,
870,015492.OF,中航基金,
871,015516.OF,建信基金,
872,015530.OF,鹏华基金,
873,015552.OF,中加基金,
874,015569.OF,招商基金,
875,015581.OF,国寿安保基金,
876,015622.OF,平安基金,
877,015624.OF,国投瑞银基金,
878,015629.OF,招商基金,
879,015653.OF,鹏华基金,
880,015654.OF,交银施罗德,
881,015720.OF,平安基金,
882,015736.OF,长盛基金,
883,015746.OF,博时基金,
884,015811.OF,兴证全球基金,
885,015815.OF,浦银安盛基金,
886,015830.OF,平安基金,
887,015832.OF,永赢基金,
888,015834.OF,汇添富基金,
889,015848.OF,天弘基金,
890,015852.OF,华泰柏瑞基金,
891,015853.OF,汇添富基金,
892,015858.OF,浦银安盛基金,
893,015893.OF,广发基金,
894,015913.OF,华夏基金,
895,015917.OF,兴业基金,
896,015925.OF,万家基金,
897,015949.OF,上银基金,
898,015969.OF,博时基金,
899,016009.OF,中加基金,
900,016011.OF,西部利得基金,
901,016023.OF,兴业基金,
902,016024.OF,工银瑞信,
903,016031.OF,民生加银基金,
904,016034.OF,建信基金,
905,016111.OF,鹏华基金,
906,016172.OF,鹏扬基金,
907,016184.OF,长城基金,
908,016189.OF,国联基金,
909,016191.OF,永赢基金,
910,016208.OF,华泰柏瑞基金,
911,016212.OF,中银证券,
912,016235.OF,浦银安盛基金,
913,016247.OF,天弘基金,
914,016296.OF,英大基金,
915,016396.OF,交银施罗德,
916,016411.OF,招商基金,
917,016426.OF,国泰基金,
918,016427.OF,汇添富基金,
919,016432.OF,财通证券资管,
920,016483.OF,国泰基金,
921,016497.OF,建信基金,
922,016510.OF,嘉实基金,
923,016526.OF,招商基金,
924,016585.OF,富国基金,
925,016609.OF,鹏华基金,
926,016614.OF,中欧基金,
927,016674.OF,永赢基金,
928,016689.OF,中银基金,
929,016695.OF,天弘基金,
930,016790.OF,招商基金,
931,016793.OF,大成基金,
932,016799.OF,建信基金,
933,016812.OF,长信基金,
934,016816.OF,兴业基金,
935,016871.OF,华富基金,
936,016875.OF,交银施罗德,
937,016885.OF,山西证券,
938,016914.OF,博时基金,
939,016925.OF,华夏基金,
940,016928.OF,万家基金,
941,016947.OF,国泰基金,
942,016951.OF,鹏华基金,
943,016955.OF,国联基金,
944,017006.OF,永赢基金,
945,017024.OF,天弘基金,
946,017129.OF,嘉实基金,
947,017137.OF,长盛基金,
948,017201.OF,山西证券,
949,017305.OF,国寿安保基金,
950,017307.OF,招商基金,
951,017314.OF,国泰基金,
952,017328.OF,永赢基金,
953,017428.OF,国泰基金,
954,017432.OF,交银施罗德,
955,017438.OF,博时基金,
956,017500.OF,兴业基金,
957,017529.OF,财通基金,
958,017614.OF,工银瑞信,
959,017659.OF,汇添富基金,
960,017671.OF,浦银安盛基金,
961,017681.OF,建信基金,
962,017687.OF,永赢基金,
963,017695.OF,招商基金,
964,017777.OF,工银瑞信,
965,017812.OF,华安基金,
966,018011.OF,交银施罗德,
967,018085.OF,汇添富基金,
968,018169.OF,嘉实基金,
969,018196.OF,兴证全球基金,
970,018252.OF,上银基金,
971,018256.OF,国寿安保基金,
972,018275.OF,蜂巢基金,
973,018407.OF,博时基金,
974,018559.OF,广发基金,
975,018584.OF,浦银安盛基金,
976,018666.OF,鹏扬基金,
977,040040.OF,华安基金,6502875215.93
978,040045.OF,华安基金,2521149900.46
979,050027.OF,博时基金,10141753935.45
980,050106.OF,博时基金,4128283732.72
981,070005.OF,嘉实基金,1341739205.82
982,070025.OF,嘉实基金,1611727617.51
983,070037.OF,嘉实基金,1894800848.61
984,090021.OF,大成基金,33561920.81
985,100018.OF,富国基金,20568443923.18
986,100058.OF,富国基金,13358069300.73
987,100066.OF,富国基金,2831613276.65
988,100072.OF,富国基金,1156629503.03
989,110035.OF,易方达基金,12670045619.54
990,110051.OF,易方达基金,69305703.65
991,110053.OF,易方达基金,5096329379.35
992,160602.OF,鹏华基金,352232201.2
993,202103.OF,南方基金,3572297394.44
994,202108.OF,南方基金,2284128479.9
995,217003.OF,招商基金,4426390949.74
996,217022.OF,招商基金,16738548962.92
997,261001.OF,景顺长城基金,419921124.59
998,270043.OF,广发基金,0.0
999,270048.OF,广发基金,9593636011.49
