,thscode,ths_fund_supervisor_fund,ths_mergesize_fund
668,009578.OF,上银基金,5137048303.38
669,009580.OF,招商基金,13837731033.56
670,009583.OF,淳厚基金,7470987769.85
671,009587.OF,国寿安保基金,8260922015.59
672,009599.OF,嘉实基金,10636282576.13
673,009600.OF,嘉实基金,5749477064.87
674,009632.OF,浦银安盛基金,8072361412.23
675,009643.OF,嘉实基金,1012412180.23
676,009655.OF,工银瑞信,4741025508.89
677,009666.OF,兴证全球基金,8006350176.05
678,009685.OF,景顺长城基金,517565982.51
679,009711.OF,招商基金,8011182813.22
680,009732.OF,兴业基金,8129447478.18
681,009749.OF,西部利得基金,8348225987.31
682,009770.OF,英大基金,8094397048.3
683,009792.OF,工银瑞信,707664971.56
684,009799.OF,中银证券,8052062977.76
685,009809.OF,易方达基金,8139234053.12
686,009831.OF,长城基金,1042454919.82
687,009851.OF,上银基金,8419886894.42
688,009866.OF,永赢基金,8404659541.37
689,009920.OF,鹏华基金,4744411003.520001
690,009922.OF,华夏基金,2063499736.2
691,009933.OF,浦银安盛基金,8096521241.74
692,009953.OF,华泰柏瑞基金,2042594121.44
693,010048.OF,平安基金,9742252940.96
694,010083.OF,中银基金,5155874243.34
695,010084.OF,蜂巢基金,5290368378.61
696,010092.OF,永赢基金,4986997028.64
697,010168.OF,天弘基金,11835223623.14
698,010191.OF,华夏基金,2101199229.87
699,010232.OF,国寿安保基金,261004807.25
700,010254.OF,嘉实基金,2610135941.6
701,010258.OF,淳厚基金,306564864.79
702,010462.OF,中信保诚基金,8419187439.270001
703,010471.OF,易方达基金,1439240917.71
704,010477.OF,景顺长城基金,9355653885.29
705,010479.OF,鹏华基金,4128805852.22
706,010482.OF,汇添富基金,8317990144.49
707,010485.OF,中航基金,8302867735.8
708,010580.OF,长盛基金,8318440268.69
709,010621.OF,永赢基金,8221312607.13
710,010627.OF,淳厚基金,7820511853.14
711,010632.OF,工银瑞信,2099559500.72
712,010634.OF,天弘基金,4049359762.16
713,010639.OF,上银基金,8575800937.44
714,010653.OF,农银汇理基金,598991761.71
715,010753.OF,招商基金,9463706676.23
716,010836.OF,国泰基金,831128545.37
717,010946.OF,中银证券,5344091216.91
718,010983.OF,兴银基金,7744804987.44
719,011067.OF,财通证券资管,15276685711.44
720,011079.OF,嘉实基金,1011192773.81
721,011080.OF,鹏华基金,8500330089.17
722,011088.OF,景顺长城基金,4263711962.2
723,011262.OF,华夏基金,837005495.32
724,011292.OF,招商基金,5483866736.04
725,011294.OF,招商基金,8112345342.76
726,011529.OF,上银基金,1124484223.79
727,011617.OF,汇添富基金,12016913239.49
728,011655.OF,天弘基金,5479950405.07
729,011683.OF,华夏基金,1075044866.65
730,011699.OF,蜂巢基金,2517178170.55
731,011719.OF,浦银安盛基金,8357235487.14
732,011890.OF,中金基金,2337586585.52
733,011943.OF,工银瑞信,5300415256.71
734,011946.OF,建信基金,2806202578.14
735,011952.OF,万家基金,3108247273.35
736,011953.OF,招商基金,1523122965.42
737,011955.OF,招商基金,7744052293.92
738,011960.OF,兴业基金,8092736313.7
739,011961.OF,易方达基金,1547221041.84
740,011968.OF,农银汇理基金,9533211496.11
741,012101.OF,中金基金,2053984658.79
742,012229.OF,华安基金,914511813.44
743,012242.OF,华安基金,5257219384.22
744,012265.OF,天弘基金,4075087599.3
745,012273.OF,富国基金,7781634956.63
746,012279.OF,嘉实基金,66426241.45
747,012290.OF,国联基金,1140940445.38
748,012352.OF,英大基金,1041255314.93
749,012356.OF,浦银安盛基金,3330209598.41
750,012395.OF,兴业基金,4394006644.19
751,012451.OF,国寿安保基金,1222877336.39
752,012452.OF,国泰基金,5787488961.17
753,012465.OF,上银基金,8086755785.33
754,012468.OF,中银证券,61593193.69
755,012489.OF,招商基金,1651665472.72
756,012567.OF,长城基金,991040008.58
757,012580.OF,财通证券资管,11673081865.0
758,012591.OF,广发基金,2947277224.03
759,012742.OF,工银瑞信,10058730.06
760,012750.OF,上银基金,770994610.27
761,012773.OF,嘉实基金,23883670811.58
762,012803.OF,国联基金,8133384944.93
763,012806.OF,招商基金,3055278176.99
764,012823.OF,富国基金,266237671.25
765,012933.OF,易方达基金,1866967024.16
766,012941.OF,广发基金,2738425189.45
767,012948.OF,兴证全球基金,3068189497.07
768,013008.OF,淳厚基金,1413989125.75
769,013062.OF,国寿安保基金,921460429.9
770,013065.OF,国泰基金,4308794533.41
771,013068.OF,博时基金,1945524086.86
772,013075.OF,建信基金,18525913849.97
773,013077.OF,永赢基金,6256166354.88
774,013087.OF,中加基金,8464781250.82
775,013159.OF,国泰基金,6102092562.04
776,013206.OF,广发基金,7618852758.78
777,013213.OF,兴业基金,2033935587.73
778,013216.OF,财通证券资管,6723220217.55
779,013236.OF,长信基金,5975406366.0
780,013265.OF,鹏扬基金,1055224925.73
781,013336.OF,天弘基金,28035522.37
782,013351.OF,中加基金,36085683.17
783,013373.OF,中银证券,61794281.36
784,013375.OF,平安基金,1226288505.45
785,013391.OF,招商基金,5579357413.56
786,013405.OF,中航基金,
787,013408.OF,蜂巢基金,1527637920.1
788,013419.OF,交银施罗德,6133950349.520001
789,013456.OF,长盛基金,3583166777.27
790,013457.OF,华夏基金,3369538896.43
791,013459.OF,华夏基金,1068870926.23
792,013487.OF,华安基金,1022793823.49
793,013494.OF,华泰柏瑞基金,517917648.74
794,013522.OF,华富基金,4695759803.74
795,013538.OF,鹏华基金,3733516241.85
796,013563.OF,银华基金,1323062944.81
797,013648.OF,长信基金,1013433703.96
798,013654.OF,永赢基金,2607876702.58
799,013699.OF,永赢基金,964490417.27
800,013703.OF,招商基金,11574647344.56
801,013718.OF,兴银基金,122445882.87
802,013723.OF,上银基金,1017079324.04
803,013728.OF,创金合信基金,2374776372.4
804,013780.OF,华夏基金,2589675139.76
805,013799.OF,财通基金,175265694.5
806,013804.OF,财通证券资管,1693975012.45
807,013808.OF,易方达基金,1285505870.41
808,013821.OF,南方基金,6625737298.62
809,013838.OF,中银基金,126911741.44
810,013864.OF,平安基金,161745811.91
811,013875.OF,鑫元基金,380148600.64
812,013901.OF,华安基金,286704295.44
813,013931.OF,博时基金,2533579360.45
814,013952.OF,工银瑞信,3735963413.52
815,013976.OF,财通证券资管,990858937.7
816,014004.OF,博时基金,8497106505.63
817,014012.OF,蜂巢基金,1024603505.49
818,014059.OF,富国基金,582857160.21
819,014097.OF,鹏扬基金,62551838.87
820,014105.OF,长城基金,2049930579.65
821,014230.OF,国泰基金,3016724984.44
822,014231.OF,国寿安保基金,2424648850.59
823,014234.OF,永赢基金,2037374772.82
824,014242.OF,农银汇理基金,1601657003.08
825,014248.OF,兴业基金,2004415501.43
826,014250.OF,建信基金,3085501849.37
827,014252.OF,华泰柏瑞基金,111503034.87
828,014257.OF,国联基金,1133558245.68
829,014315.OF,鹏华基金,404851289.51
830,014367.OF,招商基金,155718665.15
831,014392.OF,嘉实基金,4134959158.83
832,014435.OF,中航基金,4685524805.3
833,014446.OF,鹏华基金,4667574706.81
834,014452.OF,天弘基金,1009999277.81
835,014464.OF,交银施罗德,2545921781.01
836,014474.OF,中欧基金,10002700.18
837,014476.OF,山西证券,1038631948.62
838,014480.OF,华夏基金,5330863205.38
839,014504.OF,鹏扬基金,54928978.99
840,014517.OF,华夏基金,71858138.46
841,014552.OF,中航基金,1025482588.47
842,014638.OF,银华基金,5669529967.68
843,014714.OF,工银瑞信,4096321286.62
844,014721.OF,富国基金,1023655942.5
845,014740.OF,财通证券资管,120239065.61
846,014778.OF,国寿安保基金,3179995723.35
847,014815.OF,财通证券资管,21259275.52
848,014856.OF,建信基金,283270140.78
849,014858.OF,建信基金,283270140.78
850,014952.OF,国泰基金,500000700.0
851,014959.OF,华泰柏瑞基金,1000026389.26
852,014965.OF,国投瑞银基金,4660802036.2
853,014966.OF,永赢基金,1998656423.39
854,014973.OF,景顺长城基金,5258172000.54
855,015018.OF,西部利得基金,510009000.0
856,015049.OF,招商基金,15248446619.11
857,015081.OF,兴业基金,151648764.3
858,015209.OF,华夏基金,2046612440.16
859,015255.OF,农银汇理基金,
860,015260.OF,鹏华基金,
861,015263.OF,淳厚基金,2048741733.83
862,015301.OF,博时基金,225071503.57
863,015315.OF,富国基金,7365853787.35
864,015397.OF,博时基金,6316248176.98
865,015423.OF,浦银安盛基金,8134961472.85
866,015469.OF,永赢基金,2122816970.58
867,015471.OF,万家基金,7367019215.24
868,015473.OF,工银瑞信,4062730587.72
869,015487.OF,蜂巢基金,
870,015492.OF,中航基金,1150027637.43
871,015516.OF,建信基金,111454859.58
872,015530.OF,鹏华基金,
873,015552.OF,中加基金,1022429552.21
874,015569.OF,招商基金,
875,015581.OF,国寿安保基金,1169999512.13
876,015622.OF,平安基金,
877,015624.OF,国投瑞银基金,
878,015629.OF,招商基金,8065242995.29
879,015653.OF,鹏华基金,7998138543.07
880,015654.OF,交银施罗德,17226748699.48
881,015720.OF,平安基金,63683223.9
882,015736.OF,长盛基金,1766300134.47
883,015746.OF,博时基金,405367209.26
884,015811.OF,兴证全球基金,5042883685.22
885,015815.OF,浦银安盛基金,692366689.69
886,015830.OF,平安基金,2310136098.85
887,015832.OF,永赢基金,185580623.64
888,015834.OF,汇添富基金,5249297584.54
889,015848.OF,天弘基金,4049359762.16
890,015852.OF,华泰柏瑞基金,
891,015853.OF,汇添富基金,237591172.33
892,015858.OF,浦银安盛基金,5057541638.95
893,015893.OF,广发基金,
894,015913.OF,华夏基金,
895,015917.OF,兴业基金,273738135.38
896,015925.OF,万家基金,1080138702.6
897,015949.OF,上银基金,5060328241.8
898,015969.OF,博时基金,1528370976.22
899,016009.OF,中加基金,1999999000.0
900,016011.OF,西部利得基金,
901,016023.OF,兴业基金,
902,016024.OF,工银瑞信,2999870339.77
903,016031.OF,民生加银基金,
904,016034.OF,建信基金,347318411.93
905,016111.OF,鹏华基金,
906,016172.OF,鹏扬基金,5638942463.39
907,016184.OF,长城基金,
908,016189.OF,国联基金,8000787940.1
909,016191.OF,永赢基金,238971823.3
910,016208.OF,华泰柏瑞基金,
911,016212.OF,中银证券,5319998445.97
912,016235.OF,浦银安盛基金,7998852464.75
913,016247.OF,天弘基金,1010000000.0
914,016296.OF,英大基金,8000914371.5
915,016396.OF,交银施罗德,7990105882.84
916,016411.OF,招商基金,1510000000.0
917,016426.OF,国泰基金,
918,016427.OF,汇添富基金,5317917741.270001
919,016432.OF,财通证券资管,
920,016483.OF,国泰基金,
921,016497.OF,建信基金,283270140.78
922,016510.OF,嘉实基金,
923,016526.OF,招商基金,
924,016585.OF,富国基金,
925,016609.OF,鹏华基金,1137521980.64
926,016614.OF,中欧基金,
927,016674.OF,永赢基金,
928,016689.OF,中银基金,
929,016695.OF,天弘基金,
930,016790.OF,招商基金,
931,016793.OF,大成基金,
932,016799.OF,建信基金,
933,016812.OF,长信基金,
934,016816.OF,兴业基金,
935,016871.OF,华富基金,
936,016875.OF,交银施罗德,
937,016885.OF,山西证券,
938,016914.OF,博时基金,
939,016925.OF,华夏基金,
940,016928.OF,万家基金,
941,016947.OF,国泰基金,
942,016951.OF,鹏华基金,
943,016955.OF,国联基金,
944,017006.OF,永赢基金,
945,017024.OF,天弘基金,
946,017129.OF,嘉实基金,
947,017137.OF,长盛基金,
948,017201.OF,山西证券,
949,017305.OF,国寿安保基金,
950,017307.OF,招商基金,
951,017314.OF,国泰基金,
952,017328.OF,永赢基金,
953,017428.OF,国泰基金,
954,017432.OF,交银施罗德,
955,017438.OF,博时基金,
956,017500.OF,兴业基金,
957,017529.OF,财通基金,
958,017614.OF,工银瑞信,
959,017659.OF,汇添富基金,
960,017671.OF,浦银安盛基金,
961,017681.OF,建信基金,
962,017687.OF,永赢基金,
963,017695.OF,招商基金,
964,017777.OF,工银瑞信,
965,017812.OF,华安基金,
966,018011.OF,交银施罗德,
967,018085.OF,汇添富基金,
968,018169.OF,嘉实基金,
969,018196.OF,兴证全球基金,
970,018252.OF,上银基金,
971,018256.OF,国寿安保基金,
972,018275.OF,蜂巢基金,
973,018407.OF,博时基金,
974,018559.OF,广发基金,
975,018584.OF,浦银安盛基金,
976,018666.OF,鹏扬基金,
977,040040.OF,华安基金,4747925268.6
978,040045.OF,华安基金,2825590650.87
979,050027.OF,博时基金,16226540130.05
980,050106.OF,博时基金,4394685340.83
981,070005.OF,嘉实基金,1486114804.24
982,070025.OF,嘉实基金,4028032730.1
983,070037.OF,嘉实基金,6017699367.93
984,090021.OF,大成基金,106622041.72
985,100018.OF,富国基金,21153364399.5
986,100058.OF,富国基金,16488752601.67
987,100066.OF,富国基金,5408767025.35
988,100072.OF,富国基金,1192201381.09
989,110035.OF,易方达基金,18764158890.1
990,110051.OF,易方达基金,88166839.88
991,110053.OF,易方达基金,8767250946.04
992,160602.OF,鹏华基金,261807489.21
993,202103.OF,南方基金,4301942015.62
994,202108.OF,南方基金,2129660346.28
995,217003.OF,招商基金,5579357413.56
996,217022.OF,招商基金,19719039703.84
997,261001.OF,景顺长城基金,430609029.88
998,270043.OF,广发基金,0.0
999,270048.OF,广发基金,13407937275.19
