,thscode,ths_fund_supervisor_fund,ths_mergesize_fund
667,009577.OF,上银基金,5041564894.4
668,009578.OF,上银基金,5060313747.07
669,009580.OF,招商基金,7138323184.48
670,009583.OF,淳厚基金,7473799038.59
671,009587.OF,国寿安保基金,8077378709.09
672,009599.OF,嘉实基金,10443273097.3
673,009600.OF,嘉实基金,5748544180.81
674,009632.OF,浦银安盛基金,8037225255.17
675,009643.OF,嘉实基金,991807714.04
676,009655.OF,工银瑞信,4266388009.85
677,009666.OF,兴证全球基金,8018433882.19
678,009685.OF,景顺长城基金,515417168.9
679,009711.OF,招商基金,8023524018.92
680,009732.OF,兴业基金,7974845775.62
681,009749.OF,西部利得基金,8283597960.78
682,009770.OF,英大基金,8085315874.71
683,009792.OF,工银瑞信,751537459.59
684,009799.OF,中银证券,8020779648.93
685,009809.OF,易方达基金,8139085131.69
686,009831.OF,长城基金,1051196497.33
687,009851.OF,上银基金,8478045760.87
688,009866.OF,永赢基金,8403108685.18
689,009920.OF,鹏华基金,4813239359.73
690,009922.OF,华夏基金,2067838223.94
691,009933.OF,浦银安盛基金,8032436538.42
692,009953.OF,华泰柏瑞基金,2060206662.41
693,010048.OF,平安基金,6954423827.24
694,010083.OF,中银基金,1630588312.5
695,010084.OF,蜂巢基金,5536033839.48
696,010092.OF,永赢基金,4636102112.96
697,010168.OF,天弘基金,9197638873.15
698,010191.OF,华夏基金,2062517505.13
699,010232.OF,国寿安保基金,4292097927.66
700,010254.OF,嘉实基金,2619958800.06
701,010258.OF,淳厚基金,300938421.37
702,010462.OF,中信保诚基金,8479940767.16
703,010471.OF,易方达基金,712212642.09
704,010477.OF,景顺长城基金,7074428513.19
705,010479.OF,鹏华基金,4156985381.45
706,010482.OF,汇添富基金,8311830195.5
707,010485.OF,中航基金,8086336050.03
708,010580.OF,长盛基金,8308652951.01
709,010621.OF,永赢基金,8289796612.32
710,010627.OF,淳厚基金,7784895462.15
711,010632.OF,工银瑞信,2106428714.76
712,010634.OF,天弘基金,4076111767.84
713,010639.OF,上银基金,8671363657.49
714,010653.OF,农银汇理基金,1146113790.53
715,010753.OF,招商基金,4990154062.49
716,010836.OF,国泰基金,809230715.78
717,010946.OF,中银证券,5333284888.79
718,010983.OF,兴银基金,7840962448.24
719,011067.OF,财通证券资管,6989368485.59
720,011079.OF,嘉实基金,1012712272.34
721,011080.OF,鹏华基金,8491995759.47
722,011088.OF,景顺长城基金,4211683870.26
723,011262.OF,华夏基金,841609533.11
724,011292.OF,招商基金,5492861303.41
725,011294.OF,招商基金,8049906633.37
726,011529.OF,上银基金,1089767933.02
727,011617.OF,汇添富基金,8618603023.13
728,011655.OF,天弘基金,5427811550.41
729,011683.OF,华夏基金,1481562807.43
730,011699.OF,蜂巢基金,1342392621.21
731,011719.OF,浦银安盛基金,8064544728.51
732,011890.OF,中金基金,1811521872.91
733,011943.OF,工银瑞信,5333738311.520001
734,011946.OF,建信基金,4062355944.83
735,011952.OF,万家基金,4322847962.62
736,011953.OF,招商基金,1527799134.85
737,011955.OF,招商基金,6692869794.38
738,011960.OF,兴业基金,8066681411.56
739,011961.OF,易方达基金,1174174142.92
740,011968.OF,农银汇理基金,7450233165.24
741,012101.OF,中金基金,2027673807.51
742,012229.OF,华安基金,746331083.35
743,012242.OF,华安基金,201364192.29
744,012265.OF,天弘基金,4407728432.13
745,012273.OF,富国基金,6223580541.36
746,012279.OF,嘉实基金,6193734297.5
747,012290.OF,国联基金,322209.71
748,012352.OF,英大基金,1047950989.3
749,012356.OF,浦银安盛基金,1944922452.47
750,012395.OF,兴业基金,2223206589.18
751,012451.OF,国寿安保基金,1093318041.95
752,012452.OF,国泰基金,7107694083.21
753,012465.OF,上银基金,7930190768.03
754,012468.OF,中银证券,61916921.41
755,012489.OF,招商基金,1659326703.6
756,012567.OF,长城基金,796228478.55
757,012580.OF,财通证券资管,3861390545.88
758,012591.OF,广发基金,1953956590.89
759,012742.OF,工银瑞信,10102075.41
760,012750.OF,上银基金,758591976.65
761,012773.OF,嘉实基金,17486474056.13
762,012803.OF,国联基金,8151451063.96
763,012806.OF,招商基金,3038476608.74
764,012823.OF,富国基金,738855749.34
765,012933.OF,易方达基金,1027019042.49
766,012941.OF,广发基金,1575440303.42
767,012948.OF,兴证全球基金,3049904752.07
768,013008.OF,淳厚基金,1010630747.03
769,013062.OF,国寿安保基金,824475703.64
770,013065.OF,国泰基金,3377159671.48
771,013068.OF,博时基金,715818953.53
772,013075.OF,建信基金,8727244440.41
773,013077.OF,永赢基金,6278141534.26
774,013087.OF,中加基金,8438059913.55
775,013159.OF,国泰基金,6119700727.48
776,013206.OF,广发基金,6238340748.36
777,013213.OF,兴业基金,2018949414.87
778,013216.OF,财通证券资管,5346683553.54
779,013236.OF,长信基金,22441243765.95
780,013265.OF,鹏扬基金,1064412690.79
781,013336.OF,天弘基金,191849951.71
782,013351.OF,中加基金,59409238.37
783,013373.OF,中银证券,62047154.25
784,013375.OF,平安基金,481407490.09
785,013391.OF,招商基金,3128341154.32
786,013405.OF,中航基金,412110320.42
787,013408.OF,蜂巢基金,1536870334.51
788,013419.OF,交银施罗德,6135977058.07
789,013456.OF,长盛基金,7771705856.4
790,013457.OF,华夏基金,2846634436.38
791,013459.OF,华夏基金,402689814.19
792,013487.OF,华安基金,1019872699.4
793,013494.OF,华泰柏瑞基金,524751388.38
794,013522.OF,华富基金,6215631629.38
795,013538.OF,鹏华基金,2390995028.5
796,013563.OF,银华基金,9513905415.89
797,013648.OF,长信基金,1027880480.95
798,013654.OF,永赢基金,2613631475.35
799,013699.OF,永赢基金,502043315.07
800,013703.OF,招商基金,11202837476.51
801,013718.OF,兴银基金,54606715.62
802,013723.OF,上银基金,1017035860.85
803,013728.OF,创金合信基金,2886622288.79
804,013780.OF,华夏基金,2585738406.54
805,013799.OF,财通基金,784189631.66
806,013804.OF,财通证券资管,1590574630.1
807,013808.OF,易方达基金,739509871.21
808,013821.OF,南方基金,5283196257.14
809,013838.OF,中银基金,147411348.08
810,013864.OF,平安基金,309871348.45
811,013875.OF,鑫元基金,382812152.7
812,013901.OF,华安基金,438769306.09
813,013931.OF,博时基金,2528936165.39
814,013952.OF,工银瑞信,1316110016.39
815,013976.OF,财通证券资管,423060612.61
816,014004.OF,博时基金,7242605523.83
817,014012.OF,蜂巢基金,1032768941.14
818,014059.OF,富国基金,151729536.64
819,014097.OF,鹏扬基金,127962377.57
820,014105.OF,长城基金,2056115304.98
821,014230.OF,国泰基金,3030283328.0
822,014231.OF,国寿安保基金,2368053626.0
823,014234.OF,永赢基金,2019430815.12
824,014242.OF,农银汇理基金,1594395061.54
825,014248.OF,兴业基金,2537292169.69
826,014250.OF,建信基金,1090611409.78
827,014252.OF,华泰柏瑞基金,101082257.9
828,014257.OF,国联基金,521658820.87
829,014315.OF,鹏华基金,4188765192.07
830,014367.OF,招商基金,11668072880.88
831,014392.OF,嘉实基金,3466339796.6
832,014435.OF,中航基金,4063199235.0
833,014446.OF,鹏华基金,3283517781.54
834,014452.OF,天弘基金,1012504375.68
835,014464.OF,交银施罗德,2536708476.92
836,014474.OF,中欧基金,10028503.64
837,014476.OF,山西证券,1107563327.19
838,014480.OF,华夏基金,3039571459.48
839,014504.OF,鹏扬基金,51422335.18
840,014517.OF,华夏基金,55177613.05
841,014552.OF,中航基金,1022992787.12
842,014638.OF,银华基金,3290207637.88
843,014714.OF,工银瑞信,1037419197.59
844,014721.OF,富国基金,1026260457.97
845,014740.OF,财通证券资管,128124089.68
846,014778.OF,国寿安保基金,1014932968.97
847,014815.OF,财通证券资管,89412048.93
848,014856.OF,建信基金,859501729.93
849,014858.OF,建信基金,859501729.93
850,014952.OF,国泰基金,502473971.43
851,014959.OF,华泰柏瑞基金,1207326195.02
852,014965.OF,国投瑞银基金,4655377386.53
853,014966.OF,永赢基金,2011837390.0
854,014973.OF,景顺长城基金,4343127756.14
855,015018.OF,西部利得基金,509814215.2
856,015049.OF,招商基金,14840926487.09
857,015081.OF,兴业基金,3115334179.22
858,015209.OF,华夏基金,2051393031.22
859,015255.OF,农银汇理基金,3157752259.4
860,015260.OF,鹏华基金,8060082997.21
861,015263.OF,淳厚基金,2068251195.16
862,015301.OF,博时基金,226198483.0
863,015315.OF,富国基金,3939927651.18
864,015397.OF,博时基金,4041171913.88
865,015423.OF,浦银安盛基金,7539961824.43
866,015469.OF,永赢基金,2123392502.21
867,015471.OF,万家基金,3618952029.55
868,015473.OF,工银瑞信,2847008381.74
869,015487.OF,蜂巢基金,1564367869.13
870,015492.OF,中航基金,100831581.95
871,015516.OF,建信基金,1388708376.77
872,015530.OF,鹏华基金,409837658.66
873,015552.OF,中加基金,1026102667.92
874,015569.OF,招商基金,56180638.42
875,015581.OF,国寿安保基金,401286089.7
876,015622.OF,平安基金,211866782.99
877,015624.OF,国投瑞银基金,5038919901.69
878,015629.OF,招商基金,6543264276.49
879,015653.OF,鹏华基金,2172354552.33
880,015654.OF,交银施罗德,8293697687.32
881,015720.OF,平安基金,21560473.5
882,015736.OF,长盛基金,3264859819.81
883,015746.OF,博时基金,127168557.19
884,015811.OF,兴证全球基金,5022373759.51
885,015815.OF,浦银安盛基金,754940958.86
886,015830.OF,平安基金,2711826990.21
887,015832.OF,永赢基金,200626875.2
888,015834.OF,汇添富基金,2614402216.57
889,015848.OF,天弘基金,4076111767.84
890,015852.OF,华泰柏瑞基金,1057743375.74
891,015853.OF,汇添富基金,173678006.83
892,015858.OF,浦银安盛基金,5074219036.46
893,015893.OF,广发基金,3020099420.14
894,015913.OF,华夏基金,10040892.98
895,015917.OF,兴业基金,2210164383.34
896,015925.OF,万家基金,3005249654.82
897,015949.OF,上银基金,5061967654.35
898,015969.OF,博时基金,1534006113.71
899,016009.OF,中加基金,2010534358.2
900,016011.OF,西部利得基金,2700332410.15
901,016023.OF,兴业基金,3268340133.99
902,016024.OF,工银瑞信,708656578.54
903,016031.OF,民生加银基金,311160874.71
904,016034.OF,建信基金,1220133569.43
905,016111.OF,鹏华基金,7999546986.06
906,016172.OF,鹏扬基金,6918019581.43
907,016184.OF,长城基金,2009999000.0
908,016189.OF,国联基金,6281653370.26
909,016191.OF,永赢基金,135923617.82
910,016208.OF,华泰柏瑞基金,200018969.6
911,016212.OF,中银证券,572665770.37
912,016235.OF,浦银安盛基金,6321657620.91
913,016247.OF,天弘基金,1013073788.5
914,016296.OF,英大基金,8058416460.16
915,016396.OF,交银施罗德,2237991270.63
916,016411.OF,招商基金,1509435941.37
917,016426.OF,国泰基金,7773742095.87
918,016427.OF,汇添富基金,3789756122.51
919,016432.OF,财通证券资管,
920,016483.OF,国泰基金,1001870138.08
921,016497.OF,建信基金,859501729.93
922,016510.OF,嘉实基金,263746083.53
923,016526.OF,招商基金,217031435.28
924,016585.OF,富国基金,6009755058.56
925,016609.OF,鹏华基金,1229878376.99
926,016614.OF,中欧基金,3025072453.62
927,016674.OF,永赢基金,106166459.98
928,016689.OF,中银基金,2027585710.14
929,016695.OF,天弘基金,1283953202.05
930,016790.OF,招商基金,148795959.78
931,016793.OF,大成基金,2516459677.17
932,016799.OF,建信基金,183039584.66
933,016812.OF,长信基金,1712319760.72
934,016816.OF,兴业基金,334076220.55
935,016871.OF,华富基金,158595235.53
936,016875.OF,交银施罗德,62861608.12
937,016885.OF,山西证券,64401521.72
938,016914.OF,博时基金,2281682182.61
939,016925.OF,华夏基金,2209404647.07
940,016928.OF,万家基金,6642004639.83
941,016947.OF,国泰基金,2887979193.42
942,016951.OF,鹏华基金,
943,016955.OF,国联基金,856300584.35
944,017006.OF,永赢基金,
945,017024.OF,天弘基金,9964504.33
946,017129.OF,嘉实基金,6038229620.15
947,017137.OF,长盛基金,
948,017201.OF,山西证券,550315550.5
949,017305.OF,国寿安保基金,84787331.2
950,017307.OF,招商基金,64043489.5
951,017314.OF,国泰基金,253630259.21
952,017328.OF,永赢基金,126403606.49
953,017428.OF,国泰基金,7018094012.85
954,017432.OF,交银施罗德,44733307.15
955,017438.OF,博时基金,216556298.07
956,017500.OF,兴业基金,
957,017529.OF,财通基金,
958,017614.OF,工银瑞信,526372420.49
959,017659.OF,汇添富基金,251302429.19
960,017671.OF,浦银安盛基金,8032916711.03
961,017681.OF,建信基金,
962,017687.OF,永赢基金,2006790693.08
963,017695.OF,招商基金,6600061958.71
964,017777.OF,工银瑞信,1778820134.61
965,017812.OF,华安基金,5009999000.0
966,018011.OF,交银施罗德,
967,018085.OF,汇添富基金,
968,018169.OF,嘉实基金,7990467078.33
969,018196.OF,兴证全球基金,
970,018252.OF,上银基金,
971,018256.OF,国寿安保基金,
972,018275.OF,蜂巢基金,
973,018407.OF,博时基金,
974,018559.OF,广发基金,
975,018584.OF,浦银安盛基金,
976,018666.OF,鹏扬基金,
977,040040.OF,华安基金,3164396786.25
978,040045.OF,华安基金,2743022861.47
979,050027.OF,博时基金,10964161375.5
980,050106.OF,博时基金,3283069110.97
981,070005.OF,嘉实基金,991095527.8
982,070025.OF,嘉实基金,3711614351.0
983,070037.OF,嘉实基金,3345220145.44
984,090021.OF,大成基金,108156595.55
985,100018.OF,富国基金,12649162725.07
986,100058.OF,富国基金,9155313660.24
987,100066.OF,富国基金,3843496794.33
988,100072.OF,富国基金,1178276825.53
989,110035.OF,易方达基金,15086976377.11
990,110051.OF,易方达基金,422897498.49
991,110053.OF,易方达基金,5638545011.89
992,160602.OF,鹏华基金,564345842.28
993,202103.OF,南方基金,3602665991.75
994,202108.OF,南方基金,2666886707.33
995,217003.OF,招商基金,3128341154.32
996,217022.OF,招商基金,17254196148.38
997,261001.OF,景顺长城基金,71587632.29
998,270043.OF,广发基金,8028906603.18
999,270048.OF,广发基金,9024479638.23
